DateTime	Temperature	41.67 days	29.17 days	20.83 days	15.42 days	12.50 days	10.42 days	8.33 days	7.08 days	5.83 days	4.58 days	3.75 days	3.00 days	2.42 days	1.88 days	1.50 days	1.21 days	1.00 days	0.79 days	0.67 days	0.54 days	0.46 days	0.33 days	0.25 days	0.17 days	0.13 days
2019-01-1T00:02	4.43	0.5699	-0.0422	-0.1627	0.0108	0.3759	0.9207	1.6687	2.0755	2.2757	2.1062	1.7581	1.3395	0.9869	0.66	0.5553	0.6449	0.7304	0.6536	0.4055	-0.1073	-0.6315	-1.6412	-2.1976	-2.372	-3.0004
2019-01-1T01:44	4.43	0.5374	-0.0986	-0.251	-0.1074	0.2322	0.7568	1.4859	1.8781	2.0549	1.8487	1.462	0.9745	0.5159	-0.0088	-0.4058	-0.7306	-1.0783	-1.6966	-2.2567	-2.8985	-3.2497	-3.2515	-2.5466	-0.9279	-0.0884
2019-01-1T03:26	4.24	0.505	-0.1548	-0.3391	-0.2259	0.087	0.5893	1.2961	1.6719	1.8243	1.5831	1.1614	0.6113	0.0594	-0.6323	-1.2833	-1.9435	-2.5532	-3.2635	-3.6006	-3.5729	-3.1305	-1.5865	-0.3288	0.1805	0.1631
2019-01-1T05:08	3.68	0.4726	-0.2109	-0.4272	-0.3445	-0.0593	0.4186	1.1001	1.4577	1.5853	1.312	0.861	0.2597	-0.3632	-1.1629	-1.9662	-2.7783	-3.3781	-3.7077	-3.5007	-2.7476	-1.946	-0.7893	-0.4722	-0.3356	-0.2329
2019-01-1T06:50	3.68	0.4403	-0.2668	-0.5151	-0.4631	-0.2067	0.245	0.8984	1.2364	1.3393	1.0381	0.5652	-0.0717	-0.7353	-1.5645	-2.3782	-3.12	-3.4715	-3.2231	-2.5737	-1.6026	-0.984	-0.4927	-0.3645	-0.2109	-0.1328
2019-01-1T08:32	4.11	0.408	-0.3226	-0.6028	-0.5816	-0.3548	0.0689	0.6915	1.0088	1.0879	0.7638	0.2781	-0.3751	-1.0446	-1.8171	-2.4914	-2.9708	-2.9622	-2.265	-1.5035	-0.739	-0.3809	-0.0565	0.0964	0.1436	0.1077
2019-01-1T10:14	4.18	0.3757	-0.3781	-0.6902	-0.6998	-0.5035	-0.1093	0.4802	0.7759	0.8324	0.4915	0.0032	-0.6447	-1.2833	-1.9186	-2.3281	-2.4314	-2.0927	-1.2455	-0.6522	-0.2293	-0.0754	0.0439	0.0525	0.0031	-0.0317
2019-01-1T11:56	4.24	0.3435	-0.4334	-0.7773	-0.8177	-0.6525	-0.2893	0.265	0.5386	0.5744	0.2234	-0.2562	-0.8759	-1.4485	-1.8837	-1.9522	-1.6605	-1.1133	-0.3879	-0.0723	0.0523	0.0517	-0.0268	-0.0809	-0.0647	-0.0268
2019-01-1T13:39	4.49	0.3111	-0.4889	-0.8649	-0.9363	-0.8031	-0.4725	0.0445	0.2956	0.3127	-0.041	-0.4999	-1.0682	-1.5427	-1.7384	-1.449	-0.8214	-0.2067	0.2585	0.3234	0.2513	0.1756	0.0786	0.0459	0.0322	0.0342
2019-01-1T15:21	4.68	0.279	-0.5437	-0.9512	-1.0532	-0.9519	-0.6549	-0.1764	0.0525	0.0537	-0.2948	-0.7214	-1.217	-1.5699	-1.5217	-0.9258	-0.0801	0.4953	0.7052	0.6105	0.4318	0.3182	0.2109	0.1593	0.0809	0.0446
2019-01-1T17:03	4.68	0.2471	-0.5982	-1.0371	-1.1693	-1.1004	-0.8378	-0.3991	-0.1921	-0.2037	-0.5389	-0.9219	-1.3257	-1.5405	-1.27	-0.464	0.4666	0.9511	0.9862	0.8206	0.5949	0.4355	0.2197	0.116	0.0691	0.0744
2019-01-1T18:45	4.61	0.2152	-0.6524	-1.1224	-1.2846	-1.2482	-1.0208	-0.6229	-0.4372	-0.4583	-0.7721	-1.1008	-1.397	-1.4655	-1.0167	-0.124	0.7634	1.1475	1.1054	0.9309	0.7115	0.5445	0.2612	0.1011	0.0081	-0.0235
2019-01-1T20:27	4.55	0.1833	-0.7062	-1.2072	-1.3989	-1.3951	-1.2037	-0.8471	-0.6819	-0.7089	-0.9931	-1.2582	-1.4349	-1.3569	-0.7871	0.066	0.8025	1.0936	1.0524	0.9026	0.7178	0.5981	0.4168	0.2652	0.1026	0.0246
2019-01-1T22:09	4.36	0.1516	-0.7597	-1.2914	-1.5122	-1.5409	-1.3858	-1.071	-0.9252	-0.9545	-1.2013	-1.3947	-1.4443	-1.2268	-0.596	0.1111	0.6178	0.8171	0.8244	0.7222	0.5623	0.459	0.37	0.3343	0.2418	0.1783
2019-01-1T23:51	3.68	0.12	-0.8129	-1.3749	-1.6243	-1.6853	-1.5668	-1.2939	-1.1663	-1.1939	-1.3959	-1.5114	-1.431	-1.0865	-0.4478	0.0441	0.2772	0.3697	0.4371	0.4157	0.3042	0.183	-0.016	-0.091	-0.0623	0.0005
2019-01-2T01:34	3.18	0.0881	-0.8661	-1.4586	-1.7361	-1.8294	-1.748	-1.5172	-1.4065	-1.4285	-1.5783	-1.6105	-1.4004	-0.9446	-0.3371	-0.0855	-0.132	-0.1727	-0.0767	0.0134	0.0492	0.017	-0.1126	-0.2051	-0.2199	-0.1574
2019-01-2T03:16	3.11	0.0566	-0.9185	-1.5406	-1.8454	-1.9702	-1.9255	-1.736	-1.6404	-1.6529	-1.7448	-1.6919	-1.3593	-0.8122	-0.2567	-0.2186	-0.5002	-0.6882	-0.6377	-0.4606	-0.227	-0.0722	0.1439	0.2453	0.2505	0.2282
2019-01-2T04:58	2.55	0.0253	-0.9704	-1.6219	-1.9532	-2.1089	-2.1007	-1.9518	-1.8696	-1.8687	-1.8972	-1.7586	-1.313	-0.6945	-0.194	-0.3071	-0.7394	-1.0563	-1.1337	-0.968	-0.6422	-0.3856	-0.0622	0.0584	0.0716	0.0531
2019-01-2T06:40	1.86	-0.006	-1.022	-1.7023	-2.0593	-2.2452	-2.273	-2.1638	-2.0932	-2.0752	-2.0359	-1.8126	-1.2666	-0.5964	-0.1399	-0.319	-0.7878	-1.1672	-1.4009	-1.3611	-1.1296	-0.899	-0.5959	-0.4796	-0.3439	-0.235
2019-01-2T08:22	1.68	-0.0371	-1.073	-1.7819	-2.1636	-2.3789	-2.4422	-2.3715	-2.3105	-2.2719	-2.161	-1.856	-1.2244	-0.5212	-0.0895	-0.2461	-0.63	-0.9663	-1.2809	-1.3966	-1.373	-1.235	-0.8112	-0.4359	-0.1156	-0.0263
2019-01-2T10:04	1.74	-0.0681	-1.1236	-1.8605	-2.2661	-2.5098	-2.6078	-2.5743	-2.5209	-2.4584	-2.2731	-1.8905	-1.1898	-0.471	-0.0432	-0.1037	-0.304	-0.4873	-0.7219	-0.8925	-1.0366	-1.0513	-0.8202	-0.5232	-0.2693	-0.1619
2019-01-2T11:46	2.3	-0.099	-1.1737	-1.9382	-2.3666	-2.6377	-2.7694	-2.7714	-2.7237	-2.6342	-2.3728	-1.9181	-1.1654	-0.4466	-0.0064	0.0733	0.1069	0.1429	0.1378	0.0701	-0.068	-0.1922	-0.3847	-0.4285	-0.2515	-0.1004
2019-01-2T13:28	2.86	-0.1298	-1.2233	-2.0148	-2.4651	-2.7623	-2.9267	-2.9624	-2.9184	-2.7991	-2.4606	-1.9402	-1.1524	-0.4475	0.0127	0.2403	0.4957	0.7393	0.9885	1.095	1.1092	1.0295	0.7501	0.4765	0.1158	-0.0311
2019-01-2T15:10	4.18	-0.1604	-1.2724	-2.0904	-2.5613	-2.8834	-3.0792	-3.1468	-3.1044	-2.9528	-2.5374	-1.9582	-1.1515	-0.4725	0.0049	0.3538	0.7624	1.1239	1.4926	1.6768	1.7744	1.7496	1.508	1.204	0.8829	0.6957
2019-01-2T16:52	2.8	-0.1909	-1.321	-2.1649	-2.6553	-3.0009	-3.2267	-3.3239	-3.2812	-3.0954	-2.6037	-1.973	-1.1622	-0.519	-0.0366	0.3816	0.8415	1.1928	1.4692	1.5456	1.5051	1.387	1.0182	0.6093	0.0816	-0.1687
2019-01-2T18:34	2.24	-0.2213	-1.369	-2.2383	-2.747	-3.1145	-3.3687	-3.4933	-3.4484	-3.2266	-2.6604	-1.9855	-1.1833	-0.5839	-0.115	0.3099	0.7186	0.9509	0.9893	0.857	0.5879	0.35	0.0169	-0.054	0.0594	0.0762
2019-01-2T20:16	1.3	-0.2516	-1.4164	-2.3105	-2.8362	-3.2241	-3.5049	-3.6545	-3.6055	-3.3466	-2.7081	-1.9961	-1.2129	-0.6628	-0.2278	0.1459	0.4301	0.4982	0.3107	0.0464	-0.2848	-0.4799	-0.5903	-0.5101	-0.3616	-0.256
2019-01-2T21:58	1.05	-0.2817	-1.4633	-2.3815	-2.9229	-3.3294	-3.6351	-3.8072	-3.7524	-3.4554	-2.7475	-2.005	-1.2488	-0.751	-0.3673	-0.0855	0.0468	-0.0212	-0.2895	-0.5069	-0.6624	-0.6695	-0.502	-0.3169	-0.1241	-0.0537
2019-01-2T23:39	0.92	-0.3113	-1.5091	-2.4505	-3.0062	-3.4293	-3.7577	-3.9495	-3.8873	-3.5522	-2.7792	-2.0122	-1.2877	-0.842	-0.5199	-0.345	-0.3451	-0.4739	-0.6554	-0.6983	-0.6043	-0.4537	-0.1685	-0.0184	0.0354	0.0243
2019-01-3T01:21	0.68	-0.3411	-1.5547	-2.519	-3.0877	-3.5257	-3.875	-4.084	-4.0127	-3.6391	-2.8042	-2.0177	-1.3277	-0.9324	-0.6743	-0.5982	-0.6818	-0.7923	-0.7949	-0.6588	-0.4148	-0.2358	-0.0479	-0.0124	-0.0204	-0.0297
2019-01-3T03:03	0.49	-0.3708	-1.5998	-2.5861	-3.1664	-3.6173	-3.9853	-4.2087	-4.1271	-3.7152	-2.8229	-2.0213	-1.3655	-1.0157	-0.8141	-0.8076	-0.9124	-0.9518	-0.7906	-0.5633	-0.305	-0.1714	-0.071	-0.0412	-0.0116	-0.0016
2019-01-3T04:44	0.36	-0.3999	-1.6437	-2.6513	-3.2415	-3.7033	-4.0875	-4.3225	-4.2292	-3.7803	-2.8357	-2.0225	-1.3984	-1.0864	-0.9256	-0.9475	-1.018	-0.9725	-0.7283	-0.506	-0.3006	-0.2012	-0.1058	-0.0623	-0.0309	-0.017
2019-01-3T06:26	0.24	-0.4293	-1.6874	-2.7157	-3.3146	-3.7852	-4.1834	-4.4272	-4.3211	-3.8357	-2.8435	-2.0212	-1.4246	-1.142	-1.002	-1.01	-1.0077	-0.8896	-0.6424	-0.4791	-0.3385	-0.2541	-0.1341	-0.0731	-0.0335	-0.0122
2019-01-3T08:08	0.17	-0.4584	-1.7305	-2.7786	-3.3847	-3.862	-4.2717	-4.5215	-4.4016	-3.8812	-2.8464	-2.017	-1.4419	-1.1786	-1.0377	-0.9957	-0.9038	-0.7369	-0.528	-0.4282	-0.3462	-0.2856	-0.1735	-0.0919	-0.0214	0.0011
2019-01-3T09:50	0.11	-0.4874	-1.7729	-2.8402	-3.4518	-3.9336	-4.3523	-4.6052	-4.4706	-3.9169	-2.845	-2.0097	-1.4489	-1.1945	-1.0329	-0.918	-0.7389	-0.545	-0.3729	-0.3107	-0.2678	-0.2394	-0.1854	-0.1412	-0.0997	-0.0812
2019-01-3T11:32	0.24	-0.5162	-1.8145	-2.9002	-3.5159	-3.9999	-4.4249	-4.6781	-4.5281	-3.9431	-2.8395	-1.9993	-1.4451	-1.1892	-0.9925	-0.7975	-0.5478	-0.3429	-0.1883	-0.1326	-0.0983	-0.0849	-0.0709	-0.0525	-0.0168	0.0035
2019-01-3T13:13	0.43	-0.5446	-1.8551	-2.9582	-3.5763	-4.0602	-4.489	-4.7396	-4.5738	-3.96	-2.8306	-1.9858	-1.4303	-1.1638	-0.9249	-0.6583	-0.3634	-0.1605	-0.0134	0.0482	0.0902	0.1048	0.1022	0.0799	0.0432	0.031
2019-01-3T14:55	0.49	-0.5731	-1.8953	-3.0152	-3.6342	-4.1157	-4.5455	-4.7909	-4.6087	-3.9681	-2.8181	-1.9692	-1.4048	-1.1196	-0.8378	-0.5187	-0.2063	-0.0182	0.1113	0.1662	0.2004	0.2063	0.1791	0.1336	0.0737	0.0423
2019-01-3T16:37	0.43	-0.6013	-1.9349	-3.0706	-3.689	-4.1657	-4.5939	-4.8312	-4.6322	-3.9676	-2.8025	-1.9498	-1.3697	-1.0595	-0.741	-0.3967	-0.0941	0.0674	0.1593	0.1851	0.1856	0.1675	0.113	0.0699	0.0315	0.0139
2019-01-3T18:19	0.36	-0.6294	-1.9736	-3.1245	-3.7406	-4.2102	-4.6339	-4.8604	-4.6447	-3.9587	-2.784	-1.9282	-1.3266	-0.9869	-0.6424	-0.3023	-0.0328	0.0949	0.1389	0.1263	0.0903	0.0574	0.0081	-0.0145	-0.0175	-0.0083
2019-01-3T20:01	0.3	-0.6574	-2.0116	-3.1767	-3.789	-4.249	-4.6657	-4.8788	-4.6462	-3.9416	-2.7628	-1.9047	-1.2773	-0.9055	-0.5478	-0.2386	-0.0196	0.074	0.0821	0.0454	-0.0038	-0.03	-0.04	-0.0254	-0.0056	-0.0005
2019-01-3T21:43	0.24	-0.6851	-2.0488	-3.2273	-3.8342	-4.2823	-4.689	-4.8862	-4.6368	-3.9166	-2.7388	-1.88	-1.2243	-0.8191	-0.4607	-0.2024	-0.0445	0.02	0.0213	-0.01	-0.0451	-0.0568	-0.0476	-0.0315	-0.0226	-0.0241
2019-01-3T23:25	0.24	-0.7126	-2.0853	-3.2763	-3.8762	-4.31	-4.704	-4.8828	-4.6168	-3.8839	-2.7123	-1.8547	-1.1698	-0.7317	-0.3823	-0.1859	-0.0923	-0.0517	-0.0295	-0.0286	-0.0323	-0.0322	-0.0278	-0.0223	-0.0081	-0.0005
2019-01-4T01:07	0.24	-0.7399	-2.1209	-3.3235	-3.9149	-4.3321	-4.7107	-4.8687	-4.5864	-3.8436	-2.6832	-1.8295	-1.1166	-0.6468	-0.312	-0.1784	-0.1456	-0.1277	-0.078	-0.0351	-0.0003	0.0121	0.0165	0.0121	0.0018	-0.0009
2019-01-4T02:49	0.24	-0.7671	-2.1558	-3.369	-3.9503	-4.3486	-4.7092	-4.8441	-4.5459	-3.796	-2.6516	-1.8048	-1.067	-0.5681	-0.2486	-0.1693	-0.1869	-0.1944	-0.1383	-0.0678	0.0025	0.0313	0.0418	0.0372	0.0312	0.0229
2019-01-4T04:31	0.17	-0.794	-2.1898	-3.4129	-3.9826	-4.3596	-4.6994	-4.8091	-4.4955	-3.7414	-2.6172	-1.7811	-1.0234	-0.4986	-0.1907	-0.1501	-0.2016	-0.2358	-0.2089	-0.1458	-0.0604	-0.0111	0.0187	0.0113	-0.0085	-0.023
2019-01-4T06:13	0.17	-0.8207	-2.223	-3.455	-4.0115	-4.3651	-4.6816	-4.7639	-4.4354	-3.6797	-2.5801	-1.7589	-0.9878	-0.4411	-0.1376	-0.116	-0.1802	-0.2347	-0.2608	-0.2429	-0.1843	-0.1246	-0.0403	-0.0118	0.0015	0.0087
2019-01-4T07:55	0.11	-0.8472	-2.2554	-3.4953	-4.0373	-4.3652	-4.6558	-4.7089	-4.366	-3.6113	-2.54	-1.7383	-0.9619	-0.398	-0.09	-0.067	-0.1217	-0.1791	-0.2485	-0.287	-0.2966	-0.2671	-0.1566	-0.0709	-0.0125	0.0102
2019-01-4T09:36	0.05	-0.8733	-2.2866	-3.5335	-4.0596	-4.3599	-4.6225	-4.6448	-4.2884	-3.537	-2.4971	-1.7194	-0.9467	-0.3716	-0.05	-0.0082	-0.0352	-0.0732	-0.1433	-0.2063	-0.2736	-0.3041	-0.2822	-0.2025	-0.1024	-0.0671
2019-01-4T11:18	0.17	-0.8993	-2.3173	-3.5703	-4.079	-4.3494	-4.5813	-4.5708	-4.2014	-3.4556	-2.4505	-1.7017	-0.9427	-0.3629	-0.0201	0.0534	0.0648	0.0633	0.0394	0.0055	-0.0481	-0.0953	-0.1694	-0.1897	-0.1484	-0.1092
2019-01-4T13:00	0.61	-0.9252	-2.3471	-3.6053	-4.0952	-4.3337	-4.5326	-4.4878	-4.106	-3.3679	-2.4001	-1.685	-0.9499	-0.373	-0.0047	0.1072	0.1567	0.1931	0.2312	0.2525	0.2672	0.2671	0.2355	0.1847	0.1125	0.0663
2019-01-4T14:42	0.8	-0.9509	-2.3761	-3.6385	-4.1083	-4.3129	-4.4766	-4.3959	-4.0025	-3.2741	-2.3457	-1.6686	-0.9676	-0.4024	-0.0078	0.1432	0.2209	0.2786	0.3489	0.3959	0.4387	0.4565	0.4391	0.3675	0.2231	0.1319
2019-01-4T16:24	0.61	-0.9763	-2.4041	-3.6698	-4.1183	-4.2872	-4.4136	-4.2957	-3.8915	-3.1743	-2.287	-1.6517	-0.9946	-0.4503	-0.0333	0.1533	0.2445	0.2971	0.3456	0.3625	0.3507	0.3142	0.2016	0.1018	0.0344	0.0281
2019-01-4T18:06	0.36	-1.0015	-2.4313	-3.6994	-4.1252	-4.2566	-4.3437	-4.1875	-3.7731	-3.0688	-2.2237	-1.6332	-1.0288	-0.5153	-0.0835	0.1324	0.2244	0.25	0.238	0.1981	0.1181	0.0419	-0.0727	-0.104	-0.0803	-0.0567
2019-01-4T19:48	0.3	-1.0265	-2.4577	-3.7271	-4.1291	-4.2213	-4.2673	-4.0716	-3.6478	-2.9577	-2.1554	-1.6121	-1.0678	-0.595	-0.1595	0.0789	0.167	0.1598	0.0893	0.0152	-0.07	-0.1139	-0.1173	-0.0762	-0.0351	-0.0268
2019-01-4T21:30	0.3	-1.0513	-2.4831	-3.753	-4.13	-4.1815	-4.1846	-3.9485	-3.516	-2.8413	-2.0819	-1.587	-1.1085	-0.6856	-0.26	-0.0058	0.084	0.0579	-0.0345	-0.0992	-0.1358	-0.1269	-0.0663	-0.0227	0.0052	0.0115
2019-01-4T23:12	0.24	-1.0758	-2.5076	-3.777	-4.128	-4.1373	-4.096	-3.8186	-3.3781	-2.7197	-2.0029	-1.5568	-1.1477	-0.7829	-0.3816	-0.1178	-0.0129	-0.0302	-0.0985	-0.1269	-0.1167	-0.0881	-0.0428	-0.0279	-0.0221	-0.018
2019-01-5T00:54	0.24	-1.1001	-2.5312	-3.7992	-4.1232	-4.0889	-4.0016	-3.6823	-3.2345	-2.5932	-1.9183	-1.5201	-1.1819	-0.8813	-0.5185	-0.2519	-0.1161	-0.0944	-0.1066	-0.0978	-0.0691	-0.0479	-0.0259	-0.0147	-0.0033	-0.0001
2019-01-5T02:36	0.24	-1.1242	-2.5539	-3.8195	-4.1155	-4.0364	-3.9019	-3.54	-3.0857	-2.4621	-1.8279	-1.4758	-1.2075	-0.9749	-0.6632	-0.4016	-0.2243	-0.142	-0.0863	-0.0518	-0.0221	-0.0114	-0.0054	-0.0017	-0.0003	0.0002
2019-01-5T04:18	0.24	-1.1481	-2.5757	-3.838	-4.105	-3.9801	-3.7972	-3.3923	-2.932	-2.3267	-1.7316	-1.4228	-1.221	-1.0574	-0.8063	-0.5592	-0.3408	-0.1913	-0.0701	-0.0194	0.0103	0.0184	0.0145	0.0051	0.001	0.0013
2019-01-5T06:00	0.24	-1.1717	-2.5966	-3.8546	-4.0919	-3.9201	-3.6878	-3.2396	-2.7739	-2.1873	-1.6296	-1.3603	-1.2193	-1.1225	-0.9376	-0.7155	-0.4694	-0.2628	-0.084	-0.0182	0.0154	0.0264	0.0319	0.0265	0.0098	0.0011
2019-01-5T07:42	0.24	-1.195	-2.6165	-3.8694	-4.0762	-3.8566	-3.574	-3.0823	-2.6119	-2.0442	-1.5219	-1.2876	-1.1997	-1.1643	-1.0465	-0.8593	-0.6093	-0.3699	-0.1437	-0.0561	-0.0124	0.0006	0.0111	0.0168	0.0237	0.0279
2019-01-5T09:24	0.17	-1.2182	-2.6356	-3.8823	-4.0579	-3.7899	-3.4563	-2.921	-2.4464	-1.8977	-1.4087	-1.2045	-1.1602	-1.1778	-1.123	-0.9777	-0.7512	-0.5121	-0.2553	-0.1355	-0.0651	-0.0444	-0.0353	-0.0341	-0.0316	-0.0251
2019-01-5T11:06	0.17	-1.2411	-2.6537	-3.8934	-4.0371	-3.7201	-3.335	-2.7561	-2.2778	-1.7483	-1.2904	-1.1109	-1.0996	-1.1589	-1.1587	-1.057	-0.8765	-0.6716	-0.4133	-0.259	-0.138	-0.087	-0.0469	-0.0292	-0.01	-0.0016
2019-01-5T12:48	0.17	-1.2637	-2.6708	-3.9027	-4.014	-3.6475	-3.2104	-2.5881	-2.1066	-1.5964	-1.1675	-1.0072	-1.0173	-1.1054	-1.1473	-1.0847	-0.96	-0.8137	-0.5936	-0.4242	-0.2488	-0.1484	-0.0489	-0.0138	0.0022	-0.0041
2019-01-5T14:30	0.17	-1.2861	-2.6871	-3.9101	-3.9885	-3.5723	-3.083	-2.4176	-1.9334	-1.4423	-1.0405	-0.894	-0.9139	-1.0165	-1.0856	-1.0517	-0.9763	-0.8944	-0.7479	-0.6034	-0.4142	-0.2771	-0.1063	-0.0484	-0.0335	-0.0383
2019-01-5T16:12	0.24	-1.3083	-2.7024	-3.9156	-3.9607	-3.4946	-2.9532	-2.245	-1.7585	-1.2865	-0.9099	-0.7723	-0.7909	-0.8934	-0.9738	-0.9547	-0.9077	-0.8733	-0.8087	-0.7246	-0.5869	-0.4637	-0.2494	-0.1163	-0.022	0.0004
2019-01-5T17:54	0.3	-1.3302	-2.7167	-3.9194	-3.9308	-3.4147	-2.8213	-2.0708	-1.5824	-1.1295	-0.7766	-0.6435	-0.6504	-0.7392	-0.8157	-0.7977	-0.7517	-0.7302	-0.7165	-0.6928	-0.6366	-0.5718	-0.4215	-0.2842	-0.1468	-0.0983
2019-01-5T19:36	0.49	-1.3519	-2.7302	-3.9213	-3.8988	-3.3329	-2.6878	-1.8956	-1.4057	-0.9717	-0.6413	-0.5091	-0.4957	-0.5588	-0.6184	-0.5916	-0.524	-0.4781	-0.4583	-0.4558	-0.4458	-0.4252	-0.3588	-0.2903	-0.1968	-0.1044
2019-01-5T21:18	1.68	-1.3733	-2.7427	-3.9215	-3.8649	-3.2494	-2.5529	-1.7199	-1.2287	-0.8136	-0.5047	-0.3709	-0.3307	-0.3584	-0.3916	-0.3531	-0.2561	-0.1646	-0.0908	-0.0663	-0.0506	-0.0378	-0.0034	0.0378	0.1057	0.1777
2019-01-5T23:01	1.86	-1.3947	-2.7543	-3.9198	-3.8286	-3.1636	-2.4159	-1.5423	-1.0503	-0.6541	-0.3665	-0.2294	-0.1579	-0.1435	-0.1446	-0.0991	0.0148	0.1439	0.2766	0.3323	0.3568	0.3521	0.2968	0.2038	0.0559	0.0168
2019-01-6T00:43	2.11	-1.4157	-2.765	-3.9163	-3.7909	-3.0773	-2.2797	-1.367	-0.8743	-0.4968	-0.2302	-0.0896	0.0146	0.0734	0.1055	0.1465	0.2467	0.3746	0.5186	0.5745	0.5703	0.5199	0.3681	0.2456	0.1554	0.1136
2019-01-6T02:25	2.24	-1.4364	-2.7746	-3.9111	-3.7514	-2.9899	-2.1435	-1.1926	-0.6995	-0.3405	-0.0954	0.048	0.1836	0.2857	0.3483	0.3712	0.4197	0.4925	0.574	0.589	0.5363	0.4515	0.2741	0.151	0.0327	-0.017
2019-01-6T04:07	2.36	-1.4568	-2.7834	-3.9041	-3.7103	-2.9018	-2.0075	-1.0196	-0.5264	-0.1859	0.0371	0.1813	0.3444	0.485	0.5724	0.5653	0.5302	0.5016	0.459	0.4095	0.3269	0.2529	0.1339	0.0776	0.0549	0.0331
2019-01-6T05:49	2.36	-1.477	-2.7912	-3.8954	-3.6676	-2.813	-1.8722	-0.8486	-0.3554	-0.0334	0.1666	0.3084	0.4927	0.6635	0.7678	0.7244	0.592	0.4438	0.2588	0.1457	0.057	0.0234	0.0061	-0.0081	-0.0311	-0.0292
2019-01-6T07:31	2.43	-1.4969	-2.7981	-3.8849	-3.6234	-2.7239	-1.738	-0.6799	-0.1871	0.1167	0.2921	0.4277	0.6247	0.8147	0.9261	0.848	0.6289	0.3791	0.0846	-0.0716	-0.1646	-0.1745	-0.1147	-0.0439	0.0198	0.0423
2019-01-6T09:13	2.43	-1.5166	-2.8041	-3.8728	-3.5779	-2.6346	-1.6051	-0.5141	-0.0217	0.2638	0.4131	0.5376	0.7372	0.9333	1.0411	0.9372	0.6635	0.3598	0.0241	-0.1422	-0.2424	-0.2622	-0.2252	-0.1731	-0.1099	-0.0604
2019-01-6T10:55	2.68	-1.5361	-2.8091	-3.8589	-3.531	-2.5454	-1.4741	-0.3516	0.1402	0.4075	0.529	0.6371	0.8279	1.0158	1.1089	0.9922	0.7079	0.4085	0.1044	-0.0361	-0.1273	-0.1599	-0.1634	-0.1302	-0.0679	-0.0355
2019-01-6T12:37	2.99	-1.5552	-2.8132	-3.8434	-3.483	-2.4565	-1.3452	-0.1928	0.2982	0.5475	0.6392	0.7254	0.8956	1.0607	1.1278	1.0111	0.7587	0.512	0.2859	0.1903	0.1265	0.0957	0.0628	0.0507	0.0232	0.0001
2019-01-6T14:19	3.24	-1.5742	-2.8165	-3.8262	-3.4338	-2.3681	-1.2187	-0.0383	0.4519	0.6833	0.7435	0.8019	0.9397	1.0684	1.0982	0.9902	0.7987	0.6292	0.4859	0.4243	0.374	0.3382	0.2554	0.1683	0.0909	0.0726
2019-01-6T16:02	3.3	-1.593	-2.8188	-3.8073	-3.383	-2.2795	-1.0939	0.1132	0.6024	0.8158	0.8424	0.8673	0.9611	1.0406	1.0225	0.9243	0.8035	0.7102	0.6227	0.5637	0.4867	0.421	0.2992	0.2077	0.1087	0.0598
2019-01-6T17:44	3.3	-1.6115	-2.8202	-3.7868	-3.3318	-2.1927	-0.9734	0.2581	0.7462	0.9422	0.9338	0.9205	0.9608	0.9818	0.9078	0.8124	0.7505	0.7128	0.6459	0.5673	0.4457	0.3435	0.1858	0.1008	0.0395	0.0093
2019-01-6T19:26	3.18	-1.6296	-2.8206	-3.7648	-3.2797	-2.1069	-0.8563	0.3977	0.8846	1.0634	1.0188	0.9628	0.9414	0.8972	0.7617	0.6563	0.6281	0.6202	0.5551	0.4631	0.3289	0.2246	0.0773	0.0092	-0.0196	-0.0229
2019-01-6T21:08	3.18	-1.6476	-2.8202	-3.7412	-3.2269	-2.0223	-0.7429	0.5315	1.0171	1.1792	1.0973	0.9951	0.906	0.7932	0.5946	0.4645	0.439	0.4388	0.3796	0.3003	0.2048	0.1444	0.0755	0.0485	0.0302	0.0314
2019-01-6T22:50	3.05	-1.6653	-2.8189	-3.7161	-3.1733	-1.9392	-0.6334	0.6592	1.1434	1.2892	1.1695	1.0187	0.8581	0.6766	0.4183	0.2518	0.2013	0.1947	0.1584	0.1155	0.08	0.071	0.07	0.0611	0.0489	0.0591
2019-01-7T00:32	2.8	-1.6827	-2.8168	-3.6894	-3.1191	-1.8577	-0.5282	0.7805	1.2632	1.3933	1.2355	1.0348	0.8015	0.5545	0.245	0.0382	-0.0546	-0.0756	-0.0736	-0.0687	-0.0572	-0.0413	-0.0135	-0.0062	-0.0136	-0.0098
2019-01-7T02:14	2.68	-1.6999	-2.8137	-3.6612	-3.0643	-1.7779	-0.4274	0.895	1.3762	1.4912	1.2957	1.045	0.7401	0.4338	0.0864	-0.1544	-0.2924	-0.3315	-0.2905	-0.235	-0.1834	-0.1582	-0.1171	-0.0761	-0.0323	-0.0034
2019-01-7T03:56	2.55	-1.7168	-2.8098	-3.6316	-3.009	-1.7	-0.3314	1.0025	1.482	1.5827	1.3504	1.0507	0.6781	0.3206	-0.0475	-0.3055	-0.4762	-0.5338	-0.4721	-0.3735	-0.2654	-0.2105	-0.1555	-0.1139	-0.0527	-0.0074
