,u,v,w,x,y,z
5695,3.0531,-7.7843,0.022156,129.49,28.75,3.427
5696,0.87909,-6.3823,0.010569,131.09,28.75,3.427
5697,0.25794,-7.4338,0.022156,132.7,28.75,3.427
5698,0.25794,-5.6813,0.335,134.3,28.75,3.427
5699,12.371,-7.4338,-0.16323,70.188,28.75,4.57
5700,12.681,-10.238,0.056916,71.791,28.75,4.57
5701,11.128,-8.1348,0.033743,73.393,28.75,4.57
5702,12.992,-7.4338,-0.035777,74.996,28.75,4.57
5703,19.203,-13.042,-0.024191,76.599,28.75,4.57
5704,26.657,-15.846,0.010569,78.202,28.75,4.57
5705,33.8,-9.8873,0.022156,79.805,28.75,4.57
5706,39.08,-3.5782,-0.012604,81.407,28.75,4.57
5707,43.118,0.97834,-0.001017,83.01,28.75,4.57
5708,45.602,2.3804,-0.024191,84.613,28.75,4.57
5709,43.118,5.1844,-0.012604,86.216,28.75,4.57
5710,39.701,9.3905,0.045329,87.819,28.75,4.57
5711,30.074,8.6895,-0.024191,89.421,28.75,4.57
5712,28.521,-2.5267,-0.024191,91.024,28.75,4.57
5713,17.961,-6.0318,0.033743,92.627,28.75,4.57
5714,16.097,2.0299,-0.047364,94.23,28.75,4.57
5715,17.34,6.2359,-0.070537,95.833,28.75,4.57
5716,18.893,7.9885,-0.012604,97.435,28.75,4.57
5717,20.446,7.2874,-0.024191,99.038,28.75,4.57
5718,20.756,8.339,0.022156,100.64,28.75,4.57
5719,19.203,7.9885,0.022156,102.24,28.75,4.57
5720,17.961,7.2874,0.010569,103.85,28.75,4.57
5721,17.34,7.6379,-0.001017,105.45,28.75,4.57
5722,16.408,7.9885,-0.012604,107.05,28.75,4.57
5723,16.097,7.6379,-0.024191,108.66,28.75,4.57
5724,16.719,5.1844,-0.024191,110.26,28.75,4.57
5725,18.582,-1.1247,-0.058951,111.86,28.75,4.57
5726,18.272,-6.7328,-0.001017,113.46,28.75,4.57
5727,15.476,-8.4853,0.022156,115.07,28.75,4.57
5728,15.166,-5.3308,-0.035777,116.67,28.75,4.57
5729,12.992,-3.9287,-0.093711,118.27,28.75,4.57
5730,12.371,-8.8358,-0.093711,119.87,28.75,4.57
5731,11.128,-13.392,-0.058951,121.48,28.75,4.57
5732,8.9541,-13.743,-0.012604,123.08,28.75,4.57
5733,8.0224,-13.743,-0.001017,124.68,28.75,4.57
5734,8.6436,-13.392,-0.024191,126.29,28.75,4.57
5735,8.333,-13.042,-0.001017,127.89,28.75,4.57
5736,7.0907,-10.588,0.022156,129.49,28.75,4.57
5737,4.9166,-7.7843,0.010569,131.09,28.75,4.57
5738,3.6743,-7.4338,0.022156,132.7,28.75,4.57
5739,4.2955,-4.9803,0.43928,134.3,28.75,4.57
5740,13.923,-8.1348,-0.1864,70.188,28.75,5.713
5741,14.234,-10.939,0.056916,71.791,28.75,5.713
5742,11.439,-7.4338,0.033743,73.393,28.75,5.713
5743,13.302,-6.3823,-0.035777,74.996,28.75,5.713
5744,20.756,-13.743,-0.024191,76.599,28.75,5.713
5745,29.763,-17.248,0.010569,78.202,28.75,5.713
5746,38.459,-10.238,0.022156,79.805,28.75,5.713
5747,44.981,-2.5267,-0.001017,81.407,28.75,5.713
5748,50.261,2.7309,-0.001017,83.01,28.75,5.713
5749,53.678,4.8339,-0.012604,84.613,28.75,5.713
5750,52.125,9.04,-0.001017,86.216,28.75,5.713
5751,48.087,13.597,0.045329,87.819,28.75,5.713
5752,36.906,12.545,-0.024191,89.421,28.75,5.713
5753,35.664,-1.4752,-0.024191,91.024,28.75,5.713
5754,25.104,-4.6298,0.022156,92.627,28.75,5.713
5755,22.93,5.5349,-0.047364,94.23,28.75,5.713
5756,24.794,10.091,-0.047364,95.833,28.75,5.713
5757,24.794,12.195,-0.024191,97.435,28.75,5.713
5758,25.104,11.494,-0.024191,99.038,28.75,5.713
5759,24.173,11.143,0.010569,100.64,28.75,5.713
5760,21.998,9.3905,0.010569,102.24,28.75,5.713
5761,20.135,7.9885,-0.001017,103.85,28.75,5.713
5762,19.824,6.9369,-0.012604,105.45,28.75,5.713
5763,18.582,6.9369,-0.012604,107.05,28.75,5.713
5764,18.893,5.5349,-0.024191,108.66,28.75,5.713
5765,18.582,3.7824,-0.035777,110.26,28.75,5.713
5766,20.446,-2.5267,-0.070537,111.86,28.75,5.713
5767,20.756,-8.1348,-0.012604,113.46,28.75,5.713
5768,18.582,-9.8873,0.022156,115.07,28.75,5.713
5769,19.203,-7.0833,-0.035777,116.67,28.75,5.713
5770,17.34,-5.6813,-0.093711,118.27,28.75,5.713
5771,16.719,-11.289,-0.093711,119.87,28.75,5.713
5772,16.097,-16.547,-0.058951,121.48,28.75,5.713
5773,13.302,-17.598,-0.012604,123.08,28.75,5.713
5774,12.06,-17.598,-0.012604,124.68,28.75,5.713
5775,12.06,-16.897,-0.035777,126.29,28.75,5.713
5776,11.128,-15.145,-0.012604,127.89,28.75,5.713
5777,10.196,-11.64,0.010569,129.49,28.75,5.713
5778,8.0224,-7.4338,0.010569,131.09,28.75,5.713
5779,6.7801,-6.3823,0.022156,132.7,28.75,5.713
5780,6.4695,-3.9287,0.53197,134.3,28.75,5.713
5781,16.097,-8.4853,-0.20958,70.188,28.75,6.856
5782,16.408,-11.289,0.056916,71.791,28.75,6.856
5783,12.992,-7.0833,0.033743,73.393,28.75,6.856
5784,14.545,-5.3308,-0.024191,74.996,28.75,6.856
5785,22.62,-13.743,-0.024191,76.599,28.75,6.856
5786,32.248,-18.299,0.010569,78.202,28.75,6.856
5787,43.118,-10.939,0.022156,79.805,28.75,6.856
5788,50.882,-2.8772,-0.001017,81.407,28.75,6.856
5789,56.783,3.4319,0.010569,83.01,28.75,6.856
5790,60.51,5.5349,-0.001017,84.613,28.75,6.856
5791,59.579,9.741,-0.001017,86.216,28.75,6.856
5792,54.92,14.298,0.045329,87.819,28.75,6.856
5793,42.497,12.896,-0.024191,89.421,28.75,6.856
5794,40.944,-1.8257,-0.012604,91.024,28.75,6.856
5795,30.695,-4.6298,0.022156,92.627,28.75,6.856
5796,27.899,7.9885,-0.047364,94.23,28.75,6.856
5797,29.763,13.246,-0.047364,95.833,28.75,6.856
5798,29.142,16.401,-0.012604,97.435,28.75,6.856
5799,28.831,15.349,-0.012604,99.038,28.75,6.856
5800,26.657,13.246,0.010569,100.64,28.75,6.856
5801,24.173,10.442,0.010569,102.24,28.75,6.856
5802,22.309,8.339,-0.001017,103.85,28.75,6.856
5803,21.998,6.5864,-0.012604,105.45,28.75,6.856
5804,20.756,5.5349,-0.024191,107.05,28.75,6.856
5805,20.756,4.4834,-0.035777,108.66,28.75,6.856
5806,20.135,3.0814,-0.035777,110.26,28.75,6.856
5807,21.067,-3.5782,-0.070537,111.86,28.75,6.856
5808,22.309,-8.8358,-0.024191,113.46,28.75,6.856
5809,20.446,-10.588,0.022156,115.07,28.75,6.856
5810,21.998,-7.0833,-0.035777,116.67,28.75,6.856
5811,20.446,-5.3308,-0.093711,118.27,28.75,6.856
5812,20.446,-10.939,-0.082124,119.87,28.75,6.856
5813,20.446,-17.248,-0.058951,121.48,28.75,6.856
5814,17.961,-19.0,-0.012604,123.08,28.75,6.856
5815,16.719,-19.702,-0.012604,124.68,28.75,6.856
5816,17.34,-19.702,-0.035777,126.29,28.75,6.856
5817,16.408,-18.65,-0.012604,127.89,28.75,6.856
5818,14.545,-14.794,0.010569,129.49,28.75,6.856
5819,12.06,-8.8358,-0.001017,131.09,28.75,6.856
5820,10.196,-6.7328,0.010569,132.7,28.75,6.856
5821,9.2647,-3.5782,0.62466,134.3,28.75,6.856
5822,18.893,-8.8358,-0.22116,70.188,28.75,7.999
5823,19.203,-12.341,0.045329,71.791,28.75,7.999
5824,15.166,-6.7328,0.022156,73.393,28.75,7.999
5825,16.719,-4.6298,-0.024191,74.996,28.75,7.999
5826,25.104,-13.392,-0.024191,76.599,28.75,7.999
5827,35.975,-18.65,0.010569,78.202,28.75,7.999
5828,47.777,-11.64,0.010569,79.805,28.75,7.999
5829,56.162,-3.9287,0.010569,81.407,28.75,7.999
5830,62.684,3.0814,0.010569,83.01,28.75,7.999
5831,66.722,5.5349,-0.001017,84.613,28.75,7.999
5832,66.101,9.3905,-0.001017,86.216,28.75,7.999
5833,61.442,13.947,0.033743,87.819,28.75,7.999
5834,48.087,12.195,-0.024191,89.421,28.75,7.999
5835,45.913,-2.5267,-0.024191,91.024,28.75,7.999
5836,35.664,-4.2793,0.010569,92.627,28.75,7.999
5837,32.248,10.091,-0.047364,94.23,28.75,7.999
5838,33.8,16.401,-0.047364,95.833,28.75,7.999
5839,32.558,19.555,-0.012604,97.435,28.75,7.999
5840,32.248,18.153,-0.001017,99.038,28.75,7.999
5841,29.763,15.349,0.010569,100.64,28.75,7.999
5842,26.657,11.494,0.010569,102.24,28.75,7.999
5843,24.794,8.6895,-0.012604,103.85,28.75,7.999
5844,24.483,6.2359,-0.012604,105.45,28.75,7.999
5845,23.241,4.8339,-0.024191,107.05,28.75,7.999
5846,22.93,4.1329,-0.035777,108.66,28.75,7.999
5847,21.067,3.0814,-0.047364,110.26,28.75,7.999
5848,21.998,-3.5782,-0.070537,111.86,28.75,7.999
5849,23.862,-8.8358,-0.024191,113.46,28.75,7.999
5850,22.309,-10.588,0.022156,115.07,28.75,7.999
5851,24.173,-6.7328,-0.035777,116.67,28.75,7.999
5852,22.93,-4.6298,-0.082124,118.27,28.75,7.999
5853,24.173,-9.8873,-0.082124,119.87,28.75,7.999
5854,24.483,-16.897,-0.058951,121.48,28.75,7.999
5855,22.309,-18.65,-0.012604,123.08,28.75,7.999
5856,21.998,-20.403,-0.012604,124.68,28.75,7.999
5857,22.93,-21.454,-0.035777,126.29,28.75,7.999
5858,22.309,-21.805,-0.012604,127.89,28.75,7.999
5859,20.446,-17.598,-0.001017,129.49,28.75,7.999
5860,16.719,-10.939,-0.012604,131.09,28.75,7.999
5861,14.545,-7.7843,0.010569,132.7,28.75,7.999
5862,12.992,-4.2793,0.70577,134.3,28.75,7.999
5863,21.998,-8.8358,-0.22116,70.188,28.75,9.142
5864,22.62,-12.691,0.033743,71.791,28.75,9.142
5865,18.272,-6.3823,0.022156,73.393,28.75,9.142
5866,19.203,-3.5782,-0.024191,74.996,28.75,9.142
5867,27.899,-12.691,-0.012604,76.599,28.75,9.142
5868,39.08,-18.299,-0.001017,78.202,28.75,9.142
5869,51.814,-11.64,0.010569,79.805,28.75,9.142
5870,60.51,-4.2793,0.010569,81.407,28.75,9.142
5871,67.654,2.3804,0.010569,83.01,28.75,9.142
5872,71.691,5.1844,-0.001017,84.613,28.75,9.142
5873,71.691,9.04,-0.001017,86.216,28.75,9.142
5874,66.722,13.246,0.022156,87.819,28.75,9.142
5875,53.988,11.844,-0.012604,89.421,28.75,9.142
5876,51.503,-2.5267,-0.024191,91.024,28.75,9.142
5877,40.944,-2.5267,-0.001017,92.627,28.75,9.142
5878,38.149,12.896,-0.047364,94.23,28.75,9.142
5879,38.459,19.906,-0.035777,95.833,28.75,9.142
5880,36.906,22.71,-0.012604,97.435,28.75,9.142
5881,35.043,20.607,-0.001017,99.038,28.75,9.142
5882,32.248,16.751,0.010569,100.64,28.75,9.142
5883,29.763,12.195,0.010569,102.24,28.75,9.142
5884,28.21,8.6895,-0.012604,103.85,28.75,9.142
5885,27.278,5.5349,-0.024191,105.45,28.75,9.142
5886,26.036,4.8339,-0.024191,107.05,28.75,9.142
5887,25.725,4.4834,-0.035777,108.66,28.75,9.142
5888,22.62,3.4319,-0.035777,110.26,28.75,9.142
5889,23.862,-2.5267,-0.070537,111.86,28.75,9.142
5890,26.347,-8.8358,-0.024191,113.46,28.75,9.142
5891,24.794,-10.588,0.022156,115.07,28.75,9.142
5892,27.278,-6.3823,-0.024191,116.67,28.75,9.142
5893,26.347,-3.5782,-0.070537,118.27,28.75,9.142
5894,27.899,-8.4853,-0.070537,119.87,28.75,9.142
5895,28.21,-15.495,-0.047364,121.48,28.75,9.142
5896,26.347,-18.299,-0.012604,123.08,28.75,9.142
5897,26.347,-20.403,-0.001017,124.68,28.75,9.142
5898,28.21,-21.805,-0.024191,126.29,28.75,9.142
5899,27.899,-23.207,-0.001017,127.89,28.75,9.142
5900,26.347,-19.702,-0.001017,129.49,28.75,9.142
5901,22.62,-13.392,-0.012604,131.09,28.75,9.142
5902,19.824,-9.1863,-0.001017,132.7,28.75,9.142
5903,17.961,-4.9803,0.77529,134.3,28.75,9.142
5904,25.725,-8.8358,-0.19799,70.188,28.75,10.285
5905,26.347,-13.042,0.022156,71.791,28.75,10.285
5906,21.377,-6.3823,0.022156,73.393,28.75,10.285
5907,22.309,-2.8772,-0.012604,74.996,28.75,10.285
5908,30.695,-11.64,-0.012604,76.599,28.75,10.285
5909,41.876,-17.248,-0.001017,78.202,28.75,10.285
5910,54.299,-10.939,0.010569,79.805,28.75,10.285
5911,62.684,-3.9287,0.010569,81.407,28.75,10.285
5912,69.828,2.7309,0.010569,83.01,28.75,10.285
5913,74.486,5.5349,0.010569,84.613,28.75,10.285
5914,75.107,9.3905,-0.001017,86.216,28.75,10.285
5915,71.381,13.246,0.022156,87.819,28.75,10.285
5916,58.647,12.195,-0.012604,89.421,28.75,10.285
5917,56.783,-1.4752,-0.012604,91.024,28.75,10.285
5918,46.534,-0.77419,-0.012604,92.627,28.75,10.285
5919,43.118,15.7,-0.047364,94.23,28.75,10.285
5920,43.118,22.009,-0.035777,95.833,28.75,10.285
5921,40.633,24.813,-0.012604,97.435,28.75,10.285
5922,38.459,21.658,-0.001017,99.038,28.75,10.285
5923,35.664,17.452,0.010569,100.64,28.75,10.285
5924,32.869,12.195,0.010569,102.24,28.75,10.285
5925,32.248,7.9885,-0.012604,103.85,28.75,10.285
5926,31.937,5.5349,-0.012604,105.45,28.75,10.285
5927,29.763,5.1844,-0.024191,107.05,28.75,10.285
5928,28.831,4.8339,-0.024191,108.66,28.75,10.285
5929,25.725,4.1329,-0.024191,110.26,28.75,10.285
5930,26.968,-2.5267,-0.058951,111.86,28.75,10.285
5931,30.384,-9.5368,-0.012604,113.46,28.75,10.285
5932,29.142,-10.939,0.010569,115.07,28.75,10.285
5933,32.248,-6.0318,-0.024191,116.67,28.75,10.285
5934,31.316,-2.8772,-0.070537,118.27,28.75,10.285
5935,32.248,-7.4338,-0.058951,119.87,28.75,10.285
5936,32.248,-15.145,-0.035777,121.48,28.75,10.285
5937,31.316,-19.351,-0.012604,123.08,28.75,10.285
5938,31.316,-22.155,-0.001017,124.68,28.75,10.285
5939,32.869,-23.557,-0.012604,126.29,28.75,10.285
5940,32.558,-24.258,-0.001017,127.89,28.75,10.285
5941,32.248,-21.104,-0.001017,129.49,28.75,10.285
5942,28.521,-14.444,-0.012604,131.09,28.75,10.285
5943,26.036,-9.8873,-0.001017,132.7,28.75,10.285
5944,24.173,-5.6813,0.82164,134.3,28.75,10.285
5945,28.521,-9.1863,-0.15164,70.188,28.75,11.428
5946,30.074,-14.444,0.010569,71.791,28.75,11.428
5947,24.794,-7.4338,0.022156,73.393,28.75,11.428
5948,24.483,-3.2277,-0.012604,74.996,28.75,11.428
5949,32.248,-10.939,-0.012604,76.599,28.75,11.428
5950,42.807,-15.846,-0.001017,78.202,28.75,11.428
5951,54.609,-9.8873,0.010569,79.805,28.75,11.428
5952,62.684,-3.5782,0.010569,81.407,28.75,11.428
5953,69.206,3.0814,0.010569,83.01,28.75,11.428
5954,73.865,6.9369,0.010569,84.613,28.75,11.428
5955,75.107,10.442,-0.001017,86.216,28.75,11.428
5956,72.312,13.597,0.010569,87.819,28.75,11.428
5957,61.442,12.195,-0.012604,89.421,28.75,11.428
5958,59.579,-0.073181,-0.012604,91.024,28.75,11.428
5959,49.64,1.3288,-0.024191,92.627,28.75,11.428
5960,44.981,16.751,-0.047364,94.23,28.75,11.428
5961,44.05,23.06,-0.035777,95.833,28.75,11.428
5962,40.633,25.514,-0.001017,97.435,28.75,11.428
5963,38.149,21.658,0.010569,99.038,28.75,11.428
5964,34.732,16.751,0.010569,100.64,28.75,11.428
5965,32.558,11.494,0.010569,102.24,28.75,11.428
5966,32.558,6.9369,-0.012604,103.85,28.75,11.428
5967,33.179,5.5349,-0.012604,105.45,28.75,11.428
5968,31.316,6.5864,-0.024191,107.05,28.75,11.428
5969,31.316,6.9369,-0.024191,108.66,28.75,11.428
5970,29.763,5.5349,-0.024191,110.26,28.75,11.428
5971,31.937,-1.8257,-0.047364,111.86,28.75,11.428
5972,36.285,-9.1863,-0.012604,113.46,28.75,11.428
5973,35.043,-11.64,0.010569,115.07,28.75,11.428
5974,37.838,-7.0833,-0.012604,116.67,28.75,11.428
5975,36.596,-4.6298,-0.047364,118.27,28.75,11.428
5976,37.217,-8.8358,-0.035777,119.87,28.75,11.428
5977,35.975,-16.547,-0.024191,121.48,28.75,11.428
5978,34.732,-21.454,-0.001017,123.08,28.75,11.428
5979,35.043,-23.908,-0.001017,124.68,28.75,11.428
5980,36.906,-24.959,-0.012604,126.29,28.75,11.428
5981,36.906,-24.258,-0.001017,127.89,28.75,11.428
5982,36.906,-19.702,-0.001017,129.49,28.75,11.428
5983,34.422,-14.794,-0.012604,131.09,28.75,11.428
5984,32.558,-10.238,-0.001017,132.7,28.75,11.428
5985,31.316,-6.7328,0.82164,134.3,28.75,11.428
5986,29.763,-9.1863,-0.093711,70.188,28.75,12.571
5987,31.937,-15.145,-0.001017,71.791,28.75,12.571
5988,27.899,-9.5368,0.010569,73.393,28.75,12.571
5989,27.899,-5.3308,-0.001017,74.996,28.75,12.571
5990,34.422,-10.939,-0.001017,76.599,28.75,12.571
5991,44.05,-14.794,-0.001017,78.202,28.75,12.571
5992,54.609,-9.5368,0.010569,79.805,28.75,12.571
5993,61.442,-3.5782,0.010569,81.407,28.75,12.571
5994,66.722,2.3804,0.010569,83.01,28.75,12.571
5995,70.759,6.9369,-0.001017,84.613,28.75,12.571
5996,72.312,10.091,-0.001017,86.216,28.75,12.571
5997,70.138,11.143,0.010569,87.819,28.75,12.571
5998,61.442,9.741,-0.012604,89.421,28.75,12.571
5999,59.268,-0.42369,-0.012604,91.024,28.75,12.571
6000,48.708,2.0299,-0.024191,92.627,28.75,12.571
6001,44.36,15.7,-0.035777,94.23,28.75,12.571
6002,42.807,22.009,-0.024191,95.833,28.75,12.571
6003,39.08,25.163,-0.001017,97.435,28.75,12.571
6004,36.596,21.658,0.010569,99.038,28.75,12.571
6005,34.111,16.751,0.010569,100.64,28.75,12.571
6006,32.558,11.844,0.010569,102.24,28.75,12.571
6007,33.179,7.6379,-0.012604,103.85,28.75,12.571
6008,34.732,7.2874,-0.012604,105.45,28.75,12.571
6009,32.869,9.3905,-0.024191,107.05,28.75,12.571
6010,32.869,9.741,-0.024191,108.66,28.75,12.571
6011,31.316,8.339,-0.024191,110.26,28.75,12.571
6012,34.111,-1.1247,-0.035777,111.86,28.75,12.571
6013,40.012,-9.1863,-0.012604,113.46,28.75,12.571
6014,38.149,-12.341,0.010569,115.07,28.75,12.571
6015,40.633,-7.0833,-0.001017,116.67,28.75,12.571
6016,39.701,-4.6298,-0.035777,118.27,28.75,12.571
6017,40.012,-9.1863,-0.024191,119.87,28.75,12.571
6018,37.838,-16.196,-0.012604,121.48,28.75,12.571
6019,36.596,-21.104,-0.001017,123.08,28.75,12.571
6020,36.906,-23.207,0.010569,124.68,28.75,12.571
6021,38.149,-23.207,-0.012604,126.29,28.75,12.571
6022,38.149,-21.454,-0.001017,127.89,28.75,12.571
6023,38.149,-16.897,-0.012604,129.49,28.75,12.571
6024,36.906,-14.093,-0.012604,131.09,28.75,12.571
6025,36.596,-10.238,-0.001017,132.7,28.75,12.571
6026,35.975,-7.7843,0.7637,134.3,28.75,12.571
6027,28.831,-8.8358,-0.035777,70.188,28.75,13.714
6028,32.248,-15.495,-0.012604,71.791,28.75,13.714
6029,31.005,-13.042,0.010569,73.393,28.75,13.714
6030,32.248,-9.5368,-0.001017,74.996,28.75,13.714
6031,37.217,-12.691,-0.001017,76.599,28.75,13.714
6032,45.602,-13.743,-0.001017,78.202,28.75,13.714
6033,54.299,-9.1863,-0.001017,79.805,28.75,13.714
6034,59.889,-4.2793,0.010569,81.407,28.75,13.714
6035,63.616,0.62783,-0.001017,83.01,28.75,13.714
6036,66.411,6.5864,-0.001017,84.613,28.75,13.714
6037,68.275,8.339,-0.001017,86.216,28.75,13.714
6038,66.101,6.5864,-0.001017,87.819,28.75,13.714
6039,58.647,4.1329,-0.001017,89.421,28.75,13.714
6040,55.541,-2.5267,-0.012604,91.024,28.75,13.714
6041,45.913,1.3288,-0.024191,92.627,28.75,13.714
6042,41.565,12.195,-0.035777,94.23,28.75,13.714
6043,40.633,18.854,-0.012604,95.833,28.75,13.714
6044,36.596,23.06,-0.001017,97.435,28.75,13.714
6045,35.043,21.658,0.010569,99.038,28.75,13.714
6046,33.8,18.153,-0.001017,100.64,28.75,13.714
6047,33.179,13.947,-0.001017,102.24,28.75,13.714
6048,35.043,10.091,-0.012604,103.85,28.75,13.714
6049,36.596,10.792,-0.012604,105.45,28.75,13.714
6050,34.422,12.896,-0.012604,107.05,28.75,13.714
6051,34.111,13.597,-0.024191,108.66,28.75,13.714
6052,31.005,11.494,-0.024191,110.26,28.75,13.714
6053,33.8,-0.42369,-0.024191,111.86,28.75,13.714
6054,40.012,-9.5368,-0.012604,113.46,28.75,13.714
6055,37.838,-11.289,-0.001017,115.07,28.75,13.714
6056,40.323,-5.6813,-0.001017,116.67,28.75,13.714
6057,39.701,-3.2277,-0.024191,118.27,28.75,13.714
6058,40.944,-7.7843,-0.012604,119.87,28.75,13.714
6059,39.08,-14.093,-0.001017,121.48,28.75,13.714
6060,37.217,-18.65,-0.001017,123.08,28.75,13.714
6061,36.906,-19.702,-0.001017,124.68,28.75,13.714
6062,36.596,-19.0,-0.001017,126.29,28.75,13.714
6063,35.664,-15.846,-0.001017,127.89,28.75,13.714
6064,35.664,-12.691,-0.012604,129.49,28.75,13.714
6065,35.975,-11.64,-0.012604,131.09,28.75,13.714
6066,37.217,-9.5368,-0.012604,132.7,28.75,13.714
6067,37.838,-8.4853,0.70577,134.3,28.75,13.714
6068,26.347,-7.4338,-0.001017,70.188,28.75,14.857
6069,30.384,-14.093,-0.024191,71.791,28.75,14.857
6070,30.695,-13.743,-0.001017,73.393,28.75,14.857
6071,32.558,-11.64,-0.001017,74.996,28.75,14.857
6072,37.217,-13.042,-0.001017,76.599,28.75,14.857
6073,43.739,-12.691,-0.001017,78.202,28.75,14.857
6074,49.64,-9.8873,-0.001017,79.805,28.75,14.857
6075,53.678,-6.0318,-0.001017,81.407,28.75,14.857
6076,56.473,-1.4752,-0.001017,83.01,28.75,14.857
6077,58.336,3.7824,-0.001017,84.613,28.75,14.857
6078,58.647,7.6379,-0.001017,86.216,28.75,14.857
6079,56.473,7.2874,-0.001017,87.819,28.75,14.857
6080,52.125,6.9369,-0.001017,89.421,28.75,14.857
6081,49.951,3.7824,-0.012604,91.024,28.75,14.857
6082,43.118,7.6379,-0.024191,92.627,28.75,14.857
6083,39.701,13.597,-0.024191,94.23,28.75,14.857
6084,38.77,16.401,-0.012604,95.833,28.75,14.857
6085,34.732,18.854,0.010569,97.435,28.75,14.857
6086,33.179,17.803,0.010569,99.038,28.75,14.857
6087,32.248,16.05,-0.001017,100.64,28.75,14.857
6088,30.384,13.246,-0.001017,102.24,28.75,14.857
6089,30.384,10.091,-0.001017,103.85,28.75,14.857
6090,30.695,11.143,-0.012604,105.45,28.75,14.857
6091,27.899,13.947,-0.012604,107.05,28.75,14.857
6092,27.899,16.401,-0.012604,108.66,28.75,14.857
6093,24.173,14.298,-0.012604,110.26,28.75,14.857
6094,26.968,0.62783,-0.012604,111.86,28.75,14.857
6095,35.664,-8.4853,-0.001017,113.46,28.75,14.857
6096,34.111,-10.238,-0.001017,115.07,28.75,14.857
6097,37.217,-3.5782,-0.001017,116.67,28.75,14.857
6098,36.596,-0.42369,-0.012604,118.27,28.75,14.857
6099,37.217,-5.3308,-0.001017,119.87,28.75,14.857
6100,34.732,-12.341,-0.001017,121.48,28.75,14.857
6101,33.179,-16.897,-0.001017,123.08,28.75,14.857
6102,32.869,-17.248,-0.001017,124.68,28.75,14.857
6103,32.558,-15.495,-0.001017,126.29,28.75,14.857
6104,32.248,-11.289,-0.012604,127.89,28.75,14.857
6105,32.248,-8.8358,-0.012604,129.49,28.75,14.857
6106,32.558,-9.5368,-0.012604,131.09,28.75,14.857
6107,34.732,-8.4853,-0.012604,132.7,28.75,14.857
6108,35.664,-8.8358,0.65942,134.3,28.75,14.857
6109,23.241,-6.0318,0.022156,70.188,28.75,16.0
6110,26.968,-11.289,-0.035777,71.791,28.75,16.0
6111,29.142,-13.392,-0.012604,73.393,28.75,16.0
6112,32.248,-13.743,-0.001017,74.996,28.75,16.0
6113,36.285,-13.042,-0.001017,76.599,28.75,16.0
6114,40.323,-11.64,-0.012604,78.202,28.75,16.0
6115,43.118,-10.939,-0.012604,79.805,28.75,16.0
6116,45.913,-8.4853,-0.001017,81.407,28.75,16.0
6117,48.087,-3.5782,-0.001017,83.01,28.75,16.0
6118,48.398,1.3288,-0.001017,84.613,28.75,16.0
6119,48.087,6.5864,-0.001017,86.216,28.75,16.0
6120,45.913,10.091,-0.012604,87.819,28.75,16.0
6121,44.36,11.844,-0.001017,89.421,28.75,16.0
6122,44.05,13.947,-0.012604,91.024,28.75,16.0
6123,40.633,16.401,-0.012604,92.627,28.75,16.0
6124,37.838,16.751,-0.012604,94.23,28.75,16.0
6125,37.838,13.947,-0.001017,95.833,28.75,16.0
6126,33.179,12.896,0.010569,97.435,28.75,16.0
6127,32.248,12.195,0.010569,99.038,28.75,16.0
6128,29.763,12.545,-0.001017,100.64,28.75,16.0
6129,25.725,11.844,0.010569,102.24,28.75,16.0
6130,22.62,9.3905,-0.001017,103.85,28.75,16.0
6131,21.067,11.143,-0.001017,105.45,28.75,16.0
6132,17.961,13.597,-0.001017,107.05,28.75,16.0
6133,17.961,18.504,-0.001017,108.66,28.75,16.0
6134,14.855,17.102,-0.001017,110.26,28.75,16.0
6135,18.272,2.0299,-0.001017,111.86,28.75,16.0
6136,30.695,-7.4338,-0.001017,113.46,28.75,16.0
6137,30.074,-9.1863,-0.012604,115.07,28.75,16.0
6138,33.8,-1.1247,-0.001017,116.67,28.75,16.0
6139,32.869,2.7309,0.010569,118.27,28.75,16.0
6140,32.558,-1.8257,0.010569,119.87,28.75,16.0
6141,29.142,-9.8873,-0.001017,121.48,28.75,16.0
6142,27.899,-14.794,-0.001017,123.08,28.75,16.0
6143,28.21,-14.794,-0.012604,124.68,28.75,16.0
6144,28.21,-12.341,-0.001017,126.29,28.75,16.0
6145,28.831,-7.7843,-0.012604,127.89,28.75,16.0
6146,29.142,-5.3308,-0.012604,129.49,28.75,16.0
6147,28.831,-7.4338,-0.001017,131.09,28.75,16.0
6148,31.005,-7.7843,-0.012604,132.7,28.75,16.0
6149,32.248,-8.8358,0.61308,134.3,28.75,16.0
6150,4.606,-0.073182,-0.001017,70.188,30.0,-0.002
6151,3.3637,-1.1247,-0.001017,71.791,30.0,-0.002
6152,3.0531,-0.77419,-0.001017,73.393,30.0,-0.002
6153,3.3637,-0.073182,-0.001017,74.996,30.0,-0.002
6154,3.0531,0.27732,-0.001017,76.599,30.0,-0.002
6155,0.56851,-0.073182,-0.001017,78.202,30.0,-0.002
6156,0.56851,-0.42369,-0.001017,79.805,30.0,-0.002
6157,0.56851,-0.77419,-0.001017,81.407,30.0,-0.002
6158,0.25794,-1.1247,-0.001017,83.01,30.0,-0.002
6159,2.1214,-3.5782,-0.001017,84.613,30.0,-0.002
6160,2.1214,-3.5782,-0.001017,86.216,30.0,-0.002
