,u,v,w,x,y,z
12491,18.893,-1.8257,0.056916,113.46,42.5,4.57
12492,18.272,-0.42369,0.033743,115.07,42.5,4.57
12493,17.961,-1.4752,0.022156,116.67,42.5,4.57
12494,18.582,-6.3823,-0.024191,118.27,42.5,4.57
12495,20.756,-16.196,-0.001017,119.87,42.5,4.57
12496,25.725,-26.361,0.045329,121.48,42.5,4.57
12497,30.074,-28.114,-0.047364,123.08,42.5,4.57
12498,33.8,-28.464,-0.082124,124.68,42.5,4.57
12499,32.248,-26.712,-0.1053,126.29,42.5,4.57
12500,31.937,-24.258,-0.11688,127.89,42.5,4.57
12501,31.316,-21.104,-0.093711,129.49,42.5,4.57
12502,24.483,-14.093,-0.012604,131.09,42.5,4.57
12503,19.203,-9.1863,0.033743,132.7,42.5,4.57
12504,17.961,-4.2792,-0.12847,134.3,42.5,4.57
12505,44.05,-10.238,-0.16323,70.188,42.5,5.713
12506,42.186,-10.588,0.022156,71.791,42.5,5.713
12507,39.701,-9.5368,-0.012604,73.393,42.5,5.713
12508,36.285,-6.3823,-0.001017,74.996,42.5,5.713
12509,30.695,-4.9803,0.045329,76.599,42.5,5.713
12510,23.241,-1.8257,0.033743,78.202,42.5,5.713
12511,16.408,7.2874,0.033743,79.805,42.5,5.713
12512,12.06,8.339,0.045329,81.407,42.5,5.713
12513,9.2647,7.6379,0.033743,83.01,42.5,5.713
12514,9.2647,5.5349,0.022156,84.613,42.5,5.713
12515,9.5753,3.7824,-0.001017,86.216,42.5,5.713
12516,9.5753,7.6379,-0.001017,87.819,42.5,5.713
12517,10.818,20.607,0.033743,89.421,42.5,5.713
12518,10.507,29.72,0.033743,91.024,42.5,5.713
12519,11.128,29.019,0.022156,92.627,42.5,5.713
12520,12.06,22.009,0.045329,94.23,42.5,5.713
12521,16.719,19.205,0.010569,95.833,42.5,5.713
12522,19.824,18.854,-0.001017,97.435,42.5,5.713
12523,20.135,18.504,-0.001017,99.038,42.5,5.713
12524,18.893,16.751,-0.001017,100.64,42.5,5.713
12525,18.893,13.246,-0.001017,102.24,42.5,5.713
12526,18.272,10.091,0.010569,103.85,42.5,5.713
12527,18.582,9.04,0.022156,105.45,42.5,5.713
12528,18.582,7.2874,-0.012604,107.05,42.5,5.713
12529,20.135,4.4834,-0.035777,108.66,42.5,5.713
12530,23.241,0.62783,-0.001017,110.26,42.5,5.713
12531,24.173,-2.1762,0.045329,111.86,42.5,5.713
12532,22.62,-6.0318,0.045329,113.46,42.5,5.713
12533,22.93,-5.3308,0.033743,115.07,42.5,5.713
12534,23.241,-6.7328,0.022156,116.67,42.5,5.713
12535,25.104,-9.1863,-0.012604,118.27,42.5,5.713
12536,26.968,-17.949,-0.001017,119.87,42.5,5.713
12537,30.695,-28.464,0.033743,121.48,42.5,5.713
12538,35.664,-30.918,-0.058951,123.08,42.5,5.713
12539,39.08,-30.567,-0.070537,124.68,42.5,5.713
12540,36.596,-28.464,-0.082124,126.29,42.5,5.713
12541,34.732,-26.712,-0.093711,127.89,42.5,5.713
12542,32.558,-23.908,-0.070537,129.49,42.5,5.713
12543,23.241,-17.598,0.010569,131.09,42.5,5.713
12544,15.166,-13.743,0.022156,132.7,42.5,5.713
12545,15.476,-8.1348,-0.16323,134.3,42.5,5.713
12546,49.951,-12.341,-0.035777,70.188,42.5,6.856
12547,48.398,-13.392,0.022156,71.791,42.5,6.856
12548,46.224,-13.042,-0.012604,73.393,42.5,6.856
12549,43.739,-10.939,-0.001017,74.996,42.5,6.856
12550,38.77,-12.341,0.045329,76.599,42.5,6.856
12551,31.005,-12.691,0.022156,78.202,42.5,6.856
12552,23.862,-6.0318,0.022156,79.805,42.5,6.856
12553,17.961,-1.8257,0.033743,81.407,42.5,6.856
12554,13.923,3.0814,0.022156,83.01,42.5,6.856
12555,11.439,5.1844,0.010569,84.613,42.5,6.856
12556,11.128,8.6895,-0.001017,86.216,42.5,6.856
12557,11.128,19.205,0.010569,87.819,42.5,6.856
12558,11.128,29.369,0.033743,89.421,42.5,6.856
12559,11.128,33.225,0.022156,91.024,42.5,6.856
12560,13.923,31.472,0.010569,92.627,42.5,6.856
12561,16.719,26.916,0.022156,94.23,42.5,6.856
12562,22.309,24.462,0.010569,95.833,42.5,6.856
12563,23.862,22.359,-0.001017,97.435,42.5,6.856
12564,22.62,21.308,0.010569,99.038,42.5,6.856
12565,21.998,18.504,0.010569,100.64,42.5,6.856
12566,22.309,13.246,-0.001017,102.24,42.5,6.856
12567,21.998,9.3905,0.010569,103.85,42.5,6.856
12568,21.998,7.9885,0.022156,105.45,42.5,6.856
12569,21.377,5.5349,-0.012604,107.05,42.5,6.856
12570,22.62,2.7309,-0.047364,108.66,42.5,6.856
12571,25.104,-0.77419,-0.012604,110.26,42.5,6.856
12572,26.347,-4.9803,0.033743,111.86,42.5,6.856
12573,25.104,-9.5368,0.033743,113.46,42.5,6.856
12574,26.657,-9.8873,0.022156,115.07,42.5,6.856
12575,28.521,-11.289,0.010569,116.67,42.5,6.856
12576,30.695,-13.392,-0.012604,118.27,42.5,6.856
12577,32.558,-20.403,-0.001017,119.87,42.5,6.856
12578,34.732,-28.464,0.022156,121.48,42.5,6.856
12579,38.149,-30.567,-0.058951,123.08,42.5,6.856
12580,39.701,-28.815,-0.058951,124.68,42.5,6.856
12581,36.906,-25.66,-0.070537,126.29,42.5,6.856
12582,36.285,-26.361,-0.070537,127.89,42.5,6.856
12583,34.111,-23.207,-0.035777,129.49,42.5,6.856
12584,24.794,-18.299,0.033743,131.09,42.5,6.856
12585,16.408,-15.495,0.022156,132.7,42.5,6.856
12586,14.855,-11.289,-0.1864,134.3,42.5,6.856
12587,54.92,-13.392,0.13802,70.188,42.5,7.999
12588,53.678,-15.495,0.010569,71.791,42.5,7.999
12589,51.503,-15.495,-0.012604,73.393,42.5,7.999
12590,49.64,-14.093,-0.001017,74.996,42.5,7.999
12591,44.671,-16.547,0.033743,76.599,42.5,7.999
12592,36.906,-20.052,0.010569,78.202,42.5,7.999
12593,30.695,-17.949,0.010569,79.805,42.5,7.999
12594,24.173,-11.64,0.022156,81.407,42.5,7.999
12595,18.272,-4.2793,0.010569,83.01,42.5,7.999
12596,13.923,2.7309,0.010569,84.613,42.5,7.999
12597,12.06,11.844,0.010569,86.216,42.5,7.999
12598,12.371,26.215,-0.001017,87.819,42.5,7.999
12599,12.06,33.575,0.033743,89.421,42.5,7.999
12600,12.371,35.328,0.022156,91.024,42.5,7.999
12601,16.719,34.627,0.010569,92.627,42.5,7.999
12602,20.446,31.122,0.010569,94.23,42.5,7.999
12603,24.794,29.019,0.010569,95.833,42.5,7.999
12604,25.725,26.916,0.010569,97.435,42.5,7.999
12605,24.483,25.163,0.022156,99.038,42.5,7.999
12606,24.483,20.607,0.010569,100.64,42.5,7.999
12607,25.725,13.597,-0.001017,102.24,42.5,7.999
12608,25.104,9.04,0.010569,103.85,42.5,7.999
12609,25.104,7.2874,0.022156,105.45,42.5,7.999
12610,24.794,4.8339,-0.012604,107.05,42.5,7.999
12611,26.036,1.6793,-0.047364,108.66,42.5,7.999
12612,27.278,-1.8257,-0.024191,110.26,42.5,7.999
12613,28.21,-6.3823,0.022156,111.86,42.5,7.999
12614,27.899,-12.341,0.022156,113.46,42.5,7.999
12615,30.074,-13.392,0.010569,115.07,42.5,7.999
12616,32.248,-14.794,-0.001017,116.67,42.5,7.999
12617,34.732,-16.547,-0.012604,118.27,42.5,7.999
12618,38.149,-24.258,-0.012604,119.87,42.5,7.999
12619,39.08,-30.217,0.010569,121.48,42.5,7.999
12620,40.633,-31.268,-0.058951,123.08,42.5,7.999
12621,41.565,-29.165,-0.047364,124.68,42.5,7.999
12622,39.08,-24.258,-0.070537,126.29,42.5,7.999
12623,39.08,-26.011,-0.047364,127.89,42.5,7.999
12624,38.149,-21.454,-0.012604,129.49,42.5,7.999
12625,29.142,-16.547,0.045329,131.09,42.5,7.999
12626,20.135,-14.794,0.022156,132.7,42.5,7.999
12627,17.34,-10.939,-0.1864,134.3,42.5,7.999
12628,58.026,-14.093,0.35817,70.188,42.5,9.142
12629,56.473,-16.547,0.010569,71.791,42.5,9.142
12630,54.299,-17.248,-0.012604,73.393,42.5,9.142
12631,52.746,-15.846,-0.001017,74.996,42.5,9.142
12632,48.087,-18.65,0.022156,76.599,42.5,9.142
12633,40.323,-23.908,0.010569,78.202,42.5,9.142
12634,35.043,-22.856,-0.001017,79.805,42.5,9.142
12635,28.521,-17.598,0.010569,81.407,42.5,9.142
12636,22.309,-12.341,-0.012604,83.01,42.5,9.142
12637,16.408,-1.4752,-0.001017,84.613,42.5,9.142
12638,12.992,11.844,-0.001017,86.216,42.5,9.142
12639,12.681,24.112,-0.001017,87.819,42.5,9.142
12640,14.234,33.225,0.022156,89.421,42.5,9.142
12641,14.855,37.08,0.010569,91.024,42.5,9.142
12642,18.582,36.73,-0.001017,92.627,42.5,9.142
12643,20.756,35.678,0.010569,94.23,42.5,9.142
12644,25.104,34.627,0.022156,95.833,42.5,9.142
12645,26.347,32.173,0.022156,97.435,42.5,9.142
12646,26.347,29.019,0.022156,99.038,42.5,9.142
12647,26.968,22.359,0.010569,100.64,42.5,9.142
12648,28.831,14.298,-0.001017,102.24,42.5,9.142
12649,28.521,9.04,-0.001017,103.85,42.5,9.142
12650,28.831,7.2874,0.010569,105.45,42.5,9.142
12651,28.521,4.1329,-0.012604,107.05,42.5,9.142
12652,29.142,0.62783,-0.047364,108.66,42.5,9.142
12653,30.384,-2.1762,-0.024191,110.26,42.5,9.142
12654,31.005,-7.0833,0.010569,111.86,42.5,9.142
12655,30.695,-13.392,0.010569,113.46,42.5,9.142
12656,32.869,-14.794,-0.001017,115.07,42.5,9.142
12657,35.664,-16.196,-0.012604,116.67,42.5,9.142
12658,38.459,-18.299,-0.024191,118.27,42.5,9.142
12659,42.186,-28.114,-0.012604,119.87,42.5,9.142
12660,43.118,-34.072,-0.001017,121.48,42.5,9.142
12661,44.05,-33.021,-0.058951,123.08,42.5,9.142
12662,45.913,-31.969,-0.047364,124.68,42.5,9.142
12663,44.05,-26.011,-0.058951,126.29,42.5,9.142
12664,43.739,-26.011,-0.035777,127.89,42.5,9.142
12665,43.739,-18.65,-0.001017,129.49,42.5,9.142
12666,35.043,-13.743,0.056916,131.09,42.5,9.142
12667,24.794,-10.939,0.033743,132.7,42.5,9.142
12668,22.309,-6.3823,-0.19799,134.3,42.5,9.142
12669,57.404,-14.444,0.60149,70.188,42.5,10.285
12670,55.852,-16.547,-0.001017,71.791,42.5,10.285
12671,53.367,-16.547,-0.012604,73.393,42.5,10.285
12672,51.503,-15.495,-0.001017,74.996,42.5,10.285
12673,46.534,-17.598,0.010569,76.599,42.5,10.285
12674,38.77,-21.454,0.010569,78.202,42.5,10.285
12675,32.558,-19.702,-0.001017,79.805,42.5,10.285
12676,26.347,-14.093,-0.012604,81.407,42.5,10.285
12677,21.067,-8.8358,-0.024191,83.01,42.5,10.285
12678,16.719,-1.4752,-0.012604,84.613,42.5,10.285
12679,14.855,7.9885,-0.012604,86.216,42.5,10.285
12680,14.234,16.05,-0.001017,87.819,42.5,10.285
12681,14.545,24.112,0.010569,89.421,42.5,10.285
12682,14.234,30.421,-0.001017,91.024,42.5,10.285
12683,17.029,35.678,-0.001017,92.627,42.5,10.285
12684,20.135,38.833,0.010569,94.23,42.5,10.285
12685,25.725,39.183,0.022156,95.833,42.5,10.285
12686,27.278,36.73,0.022156,97.435,42.5,10.285
12687,27.899,31.823,0.022156,99.038,42.5,10.285
12688,29.763,24.813,-0.001017,100.64,42.5,10.285
12689,31.937,16.401,-0.012604,102.24,42.5,10.285
12690,31.316,10.442,-0.001017,103.85,42.5,10.285
12691,32.248,7.9885,-0.001017,105.45,42.5,10.285
12692,32.248,4.4834,-0.024191,107.05,42.5,10.285
12693,33.179,0.62783,-0.047364,108.66,42.5,10.285
12694,34.732,-1.8257,-0.024191,110.26,42.5,10.285
12695,34.732,-6.7328,-0.001017,111.86,42.5,10.285
12696,34.111,-12.691,-0.001017,113.46,42.5,10.285
12697,36.596,-15.145,-0.012604,115.07,42.5,10.285
12698,38.459,-17.248,-0.012604,116.67,42.5,10.285
12699,40.633,-20.052,-0.012604,118.27,42.5,10.285
12700,43.118,-29.516,-0.012604,119.87,42.5,10.285
12701,43.118,-34.072,-0.012604,121.48,42.5,10.285
12702,42.497,-28.815,-0.047364,123.08,42.5,10.285
12703,42.497,-26.011,-0.058951,124.68,42.5,10.285
12704,40.633,-18.299,-0.047364,126.29,42.5,10.285
12705,39.701,-16.897,-0.012604,127.89,42.5,10.285
12706,39.701,-13.042,0.022156,129.49,42.5,10.285
12707,32.248,-10.939,0.045329,131.09,42.5,10.285
12708,23.241,-8.1348,0.033743,132.7,42.5,10.285
12709,22.62,-2.8772,-0.24434,134.3,42.5,10.285
12710,51.503,-14.093,0.8564,70.188,42.5,11.428
12711,49.019,-15.495,-0.001017,71.791,42.5,11.428
12712,46.534,-15.145,-0.001017,73.393,42.5,11.428
12713,43.739,-13.743,-0.001017,74.996,42.5,11.428
12714,39.701,-14.444,0.010569,76.599,42.5,11.428
12715,33.179,-15.846,-0.001017,78.202,42.5,11.428
12716,29.142,-14.444,-0.001017,79.805,42.5,11.428
12717,24.483,-9.8873,-0.012604,81.407,42.5,11.428
12718,20.756,-6.3823,-0.035777,83.01,42.5,11.428
12719,17.34,-1.4752,-0.024191,84.613,42.5,11.428
12720,16.097,5.5349,-0.012604,86.216,42.5,11.428
12721,15.476,10.793,-0.012604,87.819,42.5,11.428
12722,16.097,17.102,0.010569,89.421,42.5,11.428
12723,14.545,22.359,-0.001017,91.024,42.5,11.428
12724,16.408,27.617,-0.001017,92.627,42.5,11.428
12725,18.893,30.771,-0.001017,94.23,42.5,11.428
12726,24.794,33.575,0.022156,95.833,42.5,11.428
12727,28.21,34.627,0.022156,97.435,42.5,11.428
12728,30.074,31.823,0.022156,99.038,42.5,11.428
12729,31.937,25.864,-0.012604,100.64,42.5,11.428
12730,33.8,17.803,-0.012604,102.24,42.5,11.428
12731,34.732,11.494,-0.012604,103.85,42.5,11.428
12732,36.285,9.741,-0.012604,105.45,42.5,11.428
12733,36.596,5.1844,-0.024191,107.05,42.5,11.428
12734,37.217,0.27732,-0.035777,108.66,42.5,11.428
12735,38.459,-3.2277,-0.024191,110.26,42.5,11.428
12736,37.838,-7.7843,-0.001017,111.86,42.5,11.428
12737,35.975,-14.444,-0.012604,113.46,42.5,11.428
12738,36.596,-15.495,-0.012604,115.07,42.5,11.428
12739,37.838,-15.145,-0.012604,116.67,42.5,11.428
12740,38.459,-15.846,-0.012604,118.27,42.5,11.428
12741,40.633,-21.454,-0.012604,119.87,42.5,11.428
12742,40.944,-24.609,-0.012604,121.48,42.5,11.428
12743,39.701,-22.506,-0.035777,123.08,42.5,11.428
12744,38.77,-20.403,-0.047364,124.68,42.5,11.428
12745,37.217,-16.196,-0.035777,126.29,42.5,11.428
12746,35.975,-14.093,0.010569,127.89,42.5,11.428
12747,34.732,-12.691,0.033743,129.49,42.5,11.428
12748,29.142,-12.341,0.033743,131.09,42.5,11.428
12749,23.241,-8.8358,0.022156,132.7,42.5,11.428
12750,22.93,-4.2792,-0.31386,134.3,42.5,11.428
12751,44.36,-13.042,1.0534,70.188,42.5,12.571
12752,42.186,-14.093,-0.001017,71.791,42.5,12.571
12753,39.08,-13.042,-0.001017,73.393,42.5,12.571
12754,36.285,-11.289,-0.001017,74.996,42.5,12.571
12755,32.558,-10.588,-0.001017,76.599,42.5,12.571
12756,28.521,-10.588,-0.001017,78.202,42.5,12.571
12757,25.725,-9.5368,-0.012604,79.805,42.5,12.571
12758,22.62,-6.3823,-0.024191,81.407,42.5,12.571
12759,20.135,-4.6298,-0.035777,83.01,42.5,12.571
12760,17.34,-1.1247,-0.035777,84.613,42.5,12.571
12761,16.408,4.1329,-0.024191,86.216,42.5,12.571
12762,15.476,7.6379,-0.012604,87.819,42.5,12.571
12763,15.476,12.545,-0.001017,89.421,42.5,12.571
12764,13.302,17.452,-0.012604,91.024,42.5,12.571
12765,14.855,21.658,-0.012604,92.627,42.5,12.571
12766,17.029,23.06,-0.012604,94.23,42.5,12.571
12767,22.62,25.864,0.010569,95.833,42.5,12.571
12768,26.968,28.318,0.022156,97.435,42.5,12.571
12769,30.074,27.266,0.010569,99.038,42.5,12.571
12770,31.937,22.71,-0.024191,100.64,42.5,12.571
12771,33.179,16.751,-0.024191,102.24,42.5,12.571
12772,35.043,12.545,-0.012604,103.85,42.5,12.571
12773,36.906,10.442,-0.012604,105.45,42.5,12.571
12774,36.596,5.1844,-0.024191,107.05,42.5,12.571
12775,36.906,0.27732,-0.035777,108.66,42.5,12.571
12776,37.217,-2.1762,-0.024191,110.26,42.5,12.571
12777,35.975,-6.7328,-0.012604,111.86,42.5,12.571
12778,32.869,-13.743,-0.024191,113.46,42.5,12.571
12779,32.248,-14.093,-0.012604,115.07,42.5,12.571
12780,31.316,-11.289,-0.012604,116.67,42.5,12.571
12781,30.695,-10.588,-0.001017,118.27,42.5,12.571
12782,32.558,-13.392,-0.012604,119.87,42.5,12.571
12783,32.869,-15.846,-0.001017,121.48,42.5,12.571
12784,32.248,-15.846,-0.024191,123.08,42.5,12.571
12785,32.248,-15.495,-0.035777,124.68,42.5,12.571
12786,32.248,-14.444,-0.012604,126.29,42.5,12.571
12787,31.316,-12.691,0.022156,127.89,42.5,12.571
12788,30.074,-11.289,0.033743,129.49,42.5,12.571
12789,25.104,-11.289,0.022156,131.09,42.5,12.571
12790,21.067,-8.8358,0.010569,132.7,42.5,12.571
12791,20.446,-4.6298,-0.38338,134.3,42.5,12.571
12792,37.217,-10.939,1.204,70.188,42.5,13.714
12793,35.664,-11.289,-0.001017,71.791,42.5,13.714
12794,32.558,-10.238,-0.001017,73.393,42.5,13.714
12795,30.074,-8.8358,-0.001017,74.996,42.5,13.714
12796,26.968,-7.7843,-0.001017,76.599,42.5,13.714
12797,23.862,-7.4338,-0.001017,78.202,42.5,13.714
12798,21.998,-6.3823,-0.012604,79.805,42.5,13.714
12799,20.135,-3.9287,-0.024191,81.407,42.5,13.714
12800,18.582,-2.5267,-0.035777,83.01,42.5,13.714
12801,16.719,-0.77419,-0.035777,84.613,42.5,13.714
12802,16.097,2.7309,-0.024191,86.216,42.5,13.714
12803,14.545,5.1844,-0.012604,87.819,42.5,13.714
12804,13.302,9.741,-0.012604,89.421,42.5,13.714
12805,10.507,15.349,-0.012604,91.024,42.5,13.714
12806,12.681,19.205,-0.024191,92.627,42.5,13.714
12807,14.234,18.854,-0.024191,94.23,42.5,13.714
12808,18.582,19.205,-0.001017,95.833,42.5,13.714
12809,24.173,20.607,0.010569,97.435,42.5,13.714
12810,28.21,19.205,0.010569,99.038,42.5,13.714
12811,29.763,16.401,-0.012604,100.64,42.5,13.714
12812,30.695,13.947,-0.012604,102.24,42.5,13.714
12813,32.558,13.246,-0.012604,103.85,42.5,13.714
12814,34.111,9.741,-0.012604,105.45,42.5,13.714
12815,32.869,4.4834,-0.012604,107.05,42.5,13.714
12816,32.248,1.6793,-0.024191,108.66,42.5,13.714
12817,32.248,-0.073181,-0.024191,110.26,42.5,13.714
12818,30.074,-3.5782,-0.012604,111.86,42.5,13.714
12819,26.968,-9.5368,-0.012604,113.46,42.5,13.714
12820,22.62,-9.8873,-0.012604,115.07,42.5,13.714
12821,20.446,-7.4338,-0.012604,116.67,42.5,13.714
12822,18.272,-6.7328,-0.001017,118.27,42.5,13.714
12823,20.135,-8.1348,-0.001017,119.87,42.5,13.714
12824,20.135,-9.8873,-0.001017,121.48,42.5,13.714
12825,21.067,-9.8873,-0.012604,123.08,42.5,13.714
12826,22.309,-10.939,-0.024191,124.68,42.5,13.714
12827,24.173,-11.64,-0.001017,126.29,42.5,13.714
12828,24.794,-10.939,0.022156,127.89,42.5,13.714
12829,24.173,-8.4853,0.033743,129.49,42.5,13.714
12830,20.135,-8.4853,0.010569,131.09,42.5,13.714
12831,16.408,-7.0833,-0.001017,132.7,42.5,13.714
12832,16.097,-3.9287,-0.44131,134.3,42.5,13.714
12833,30.384,-8.1348,1.2851,70.188,42.5,14.857
12834,28.521,-8.8358,-0.012604,71.791,42.5,14.857
12835,26.036,-7.7843,-0.001017,73.393,42.5,14.857
12836,23.241,-6.7328,-0.001017,74.996,42.5,14.857
12837,20.756,-5.3308,-0.001017,76.599,42.5,14.857
12838,18.582,-4.2793,-0.001017,78.202,42.5,14.857
12839,17.029,-3.5782,-0.012604,79.805,42.5,14.857
12840,16.719,-1.8257,-0.024191,81.407,42.5,14.857
12841,16.719,-0.073181,-0.024191,83.01,42.5,14.857
12842,16.408,3.4319,-0.024191,84.613,42.5,14.857
12843,16.097,6.2359,-0.012604,86.216,42.5,14.857
12844,14.234,6.2359,-0.012604,87.819,42.5,14.857
12845,11.128,6.5864,-0.012604,89.421,42.5,14.857
12846,5.5378,12.545,-0.012604,91.024,42.5,14.857
12847,7.4013,18.153,-0.024191,92.627,42.5,14.857
12848,9.2647,16.401,-0.035777,94.23,42.5,14.857
12849,14.545,15.349,-0.001017,95.833,42.5,14.857
12850,20.135,17.452,0.010569,97.435,42.5,14.857
12851,22.93,15.7,0.010569,99.038,42.5,14.857
12852,24.483,13.947,-0.001017,100.64,42.5,14.857
12853,24.483,13.597,-0.001017,102.24,42.5,14.857
12854,26.657,13.246,-0.001017,103.85,42.5,14.857
12855,28.21,9.741,-0.001017,105.45,42.5,14.857
12856,26.347,4.4834,-0.001017,107.05,42.5,14.857
12857,25.104,2.3804,-0.012604,108.66,42.5,14.857
12858,22.93,2.0299,-0.012604,110.26,42.5,14.857
12859,20.135,-1.1247,-0.012604,111.86,42.5,14.857
12860,17.029,-7.0833,-0.012604,113.46,42.5,14.857
12861,13.302,-7.4338,-0.012604,115.07,42.5,14.857
12862,12.06,-4.2793,-0.012604,116.67,42.5,14.857
12863,11.128,-4.2793,-0.001017,118.27,42.5,14.857
12864,14.234,-5.6813,-0.012604,119.87,42.5,14.857
12865,14.855,-6.3823,-0.012604,121.48,42.5,14.857
12866,16.719,-7.4338,-0.001017,123.08,42.5,14.857
12867,18.582,-8.4853,-0.012604,124.68,42.5,14.857
12868,21.067,-8.8358,-0.001017,126.29,42.5,14.857
12869,22.309,-7.7843,0.010569,127.89,42.5,14.857
12870,20.756,-5.6813,0.010569,129.49,42.5,14.857
12871,17.961,-6.7328,-0.001017,131.09,42.5,14.857
12872,14.545,-6.3823,-0.012604,132.7,42.5,14.857
12873,13.302,-3.9287,-0.46448,134.3,42.5,14.857
12874,22.62,-5.6813,1.343,70.188,42.5,16.0
12875,20.756,-6.0318,-0.012604,71.791,42.5,16.0
12876,18.893,-5.3308,-0.001017,73.393,42.5,16.0
12877,16.408,-4.9803,-0.001017,74.996,42.5,16.0
12878,14.234,-2.5267,-0.012604,76.599,42.5,16.0
12879,12.992,-1.1247,-0.012604,78.202,42.5,16.0
12880,12.06,-0.77419,-0.012604,79.805,42.5,16.0
12881,12.992,-0.073181,-0.024191,81.407,42.5,16.0
12882,14.855,3.0814,-0.024191,83.01,42.5,16.0
12883,15.476,9.04,-0.012604,84.613,42.5,16.0
12884,16.097,10.792,-0.001017,86.216,42.5,16.0
12885,14.234,7.2874,-0.001017,87.819,42.5,16.0
12886,8.6436,3.4319,-0.024191,89.421,42.5,16.0
12887,0.25793,10.091,-0.012604,91.024,42.5,16.0
12888,1.5003,18.153,-0.024191,92.627,42.5,16.0
12889,4.2955,13.597,-0.035777,94.23,42.5,16.0
12890,10.507,11.844,-0.001017,95.833,42.5,16.0
12891,15.476,15.349,-0.001017,97.435,42.5,16.0
12892,17.029,13.597,0.010569,99.038,42.5,16.0
12893,17.961,13.246,0.010569,100.64,42.5,16.0
12894,17.029,14.298,0.010569,102.24,42.5,16.0
12895,18.893,13.246,-0.001017,103.85,42.5,16.0
12896,20.756,10.091,-0.001017,105.45,42.5,16.0
12897,18.582,4.4834,-0.001017,107.05,42.5,16.0
12898,17.029,2.7309,0.010569,108.66,42.5,16.0
12899,12.992,3.7824,-0.001017,110.26,42.5,16.0
12900,8.9541,0.97834,-0.012604,111.86,42.5,16.0
12901,6.1589,-4.9803,-0.012604,113.46,42.5,16.0
12902,4.606,-4.9803,-0.001017,115.07,42.5,16.0
12903,4.2955,-1.4752,-0.012604,116.67,42.5,16.0
12904,6.4695,-2.1762,-0.012604,118.27,42.5,16.0
12905,11.128,-3.5782,-0.012604,119.87,42.5,16.0
12906,12.681,-3.9287,-0.024191,121.48,42.5,16.0
12907,15.166,-5.6813,-0.012604,123.08,42.5,16.0
12908,17.34,-6.7328,-0.001017,124.68,42.5,16.0
12909,20.135,-6.0318,0.010569,126.29,42.5,16.0
12910,21.067,-3.5782,-0.001017,127.89,42.5,16.0
12911,18.582,-2.8772,-0.001017,129.49,42.5,16.0
12912,16.097,-4.9803,-0.012604,131.09,42.5,16.0
12913,13.923,-6.0318,-0.024191,132.7,42.5,16.0
12914,12.06,-4.2793,-0.47607,134.3,42.5,16.0
12915,0.87909,-1.1247,-0.001017,70.188,43.75,-0.002
12916,1.5003,-1.1247,-0.001017,71.791,43.75,-0.002
12917,0.87909,-0.77419,-0.001017,73.393,43.75,-0.002
12918,0.87909,-0.77419,-0.001017,74.996,43.75,-0.002
12919,0.56851,-0.77419,-0.001017,76.599,43.75,-0.002
12920,0.56851,-0.073182,-0.001017,78.202,43.75,-0.002
12921,-0.36322,0.97833,-0.001017,79.805,43.75,-0.002
12922,3.3637,1.6793,-0.001017,81.407,43.75,-0.002
12923,1.5003,0.97833,-0.001017,83.01,43.75,-0.002
12924,0.87909,0.27732,-0.001017,84.613,43.75,-0.002
12925,-0.6738,-1.4752,-0.001017,86.216,43.75,-0.002
12926,-2.2267,-3.5782,-0.001017,87.819,43.75,-0.002
12927,0.56851,-7.4338,-0.001017,89.421,43.75,-0.002
12928,2.432,-6.7328,-0.001017,91.024,43.75,-0.002
12929,1.5003,-7.0833,-0.001017,92.627,43.75,-0.002
12930,3.0531,-0.073182,-0.001017,94.23,43.75,-0.002
12931,3.0531,3.7824,-0.001017,95.833,43.75,-0.002
12932,2.7426,6.5864,-0.001017,97.435,43.75,-0.002
12933,2.432,8.339,-0.001017,99.038,43.75,-0.002
12934,2.432,6.5864,-0.001017,100.64,43.75,-0.002
12935,1.5003,6.5864,-0.001017,102.24,43.75,-0.002
12936,0.87909,7.9885,-0.001017,103.85,43.75,-0.002
12937,0.25794,7.2874,-0.001017,105.45,43.75,-0.002
12938,3.6743,7.9885,-0.001017,107.05,43.75,-0.002
12939,4.2955,7.2874,-0.001017,108.66,43.75,-0.002
12940,1.5003,7.6379,-0.001017,110.26,43.75,-0.002
12941,0.25794,7.6379,-0.001017,111.86,43.75,-0.002
12942,-0.98438,5.5349,-0.001017,113.46,43.75,-0.002
12943,-0.6738,2.7309,-0.001017,115.07,43.75,-0.002
12944,1.5003,2.7309,-0.001017,116.67,43.75,-0.002
12945,3.0531,0.62783,-0.001017,118.27,43.75,-0.002
12946,2.7426,-1.4752,-0.001017,119.87,43.75,-0.002
12947,2.432,-2.5267,-0.001017,121.48,43.75,-0.002
12948,2.7426,-1.8257,-0.001017,123.08,43.75,-0.002
12949,2.7426,-1.8257,-0.001017,124.68,43.75,-0.002
12950,4.9166,-1.8257,-0.001017,126.29,43.75,-0.002
12951,6.1589,-1.8257,-0.001017,127.89,43.75,-0.002
12952,6.7801,-3.2277,-0.001017,129.49,43.75,-0.002
12953,7.0907,-3.2277,-0.001017,131.09,43.75,-0.002
12954,6.1589,-1.8257,-0.001017,132.7,43.75,-0.002
12955,6.7801,-0.073182,-0.001017,134.3,43.75,-0.002
12956,10.507,-0.073181,-0.15164,70.188,43.75,1.141
