fips,unemp
38017,2.3
38019,2.7
38021,2.0
38023,2.7
38025,3.1
38027,4.5
38029,4.5
38031,3.1
38033,2.8
38035,2.4
38037,3.2
38039,3.0
38041,3.1
38043,3.9
38045,2.5
38047,3.5
38049,5.1
38051,3.2
38053,3.8
38055,3.6
38057,4.6
38059,3.3
38061,3.1
38063,3.5
38065,5.4
38067,5.1
38069,4.1
38071,2.9
38073,2.3
38075,4.1
38077,2.8
38079,11.0
38081,2.0
38083,5.8
38085,4.4
38087,2.5
38089,4.0
38091,2.2
38093,2.5
38095,2.3
38097,2.9
38099,3.9
38101,4.2
38103,4.0
38105,4.4
39001,7.5
39003,5.0
39005,5.0
39007,6.0
39009,6.2
39011,3.7
39013,7.4
39015,5.7
39017,4.4
39019,6.8
39021,4.5
39023,5.2
39025,4.4
39027,5.8
39029,6.6
39031,7.0
39033,6.0
39035,5.4
39037,4.1
39039,4.8
39041,3.5
39043,5.5
39045,4.2
39047,4.4
39049,4.0
39051,4.6
39053,6.7
39055,4.4
39057,4.3
39059,7.0
39061,4.3
39063,3.6
39065,5.0
39067,7.5
39069,5.3
39071,6.3
39073,5.4
39075,3.5
39077,6.5
39079,7.8
39081,8.3
39083,4.5
39085,4.8
39087,6.4
39089,4.3
39091,4.2
39093,5.9
39095,5.1
39097,3.8
39099,6.3
39101,5.0
39103,4.3
39105,8.3
39107,3.2
39109,4.3
39111,11.1
39113,4.8
39115,8.1
39117,4.9
39119,6.0
39121,8.6
39123,6.4
39125,4.6
39127,6.2
39129,4.7
39131,7.4
39133,5.0
39135,4.7
39137,3.6
39139,5.5
39141,5.5
39143,4.7
39145,7.6
39147,4.8
39149,4.1
39151,5.4
39153,5.0
39155,6.7
39157,5.7
39159,3.8
39161,4.0
39163,7.0
39165,4.1
39167,6.9
39169,3.9
39171,4.4
39173,4.1
39175,3.7
40001,6.0
40003,3.4
40005,6.7
40007,3.2
40009,7.5
40011,3.8
40013,4.4
40015,5.4
40017,4.0
40019,5.2
40021,5.6
40023,7.8
40025,2.5
40027,3.9
40029,7.5
40031,4.7
40033,4.9
40035,4.9
40037,5.9
40039,4.7
40041,5.0
40043,4.1
40045,3.9
40047,4.3
40049,5.4
40051,5.0
40053,3.3
40055,7.5
40057,3.9
40059,3.9
40061,8.4
40063,7.5
40065,4.5
40067,7.2
40069,5.9
40071,6.4
40073,3.4
40075,5.4
40077,8.8
40079,7.0
40081,5.3
40083,4.1
40085,3.2
40087,4.2
40089,7.2
40091,9.0
40093,4.2
40095,5.1
40097,5.2
40099,4.5
40101,5.5
40103,3.7
40105,6.2
40107,6.2
40109,4.3
40111,7.2
40113,5.8
40115,5.1
40117,6.7
40119,3.8
40121,6.3
40123,4.1
40125,4.7
40127,7.6
40129,5.2
40131,5.1
40133,7.1
40135,6.3
40137,9.7
40139,3.5
40141,4.5
40143,4.7
40145,4.8
40147,4.9
40149,7.2
40151,3.3
40153,6.3
41001,6.4
41003,3.9
41005,4.4
41007,4.8
41009,6.2
41011,6.5
41013,7.0
41015,6.9
41017,4.9
41019,6.4
41021,5.9
41023,7.8
41025,6.3
41027,4.2
41029,5.8
41031,6.7
41033,6.6
41035,6.9
41037,6.4
41039,5.1
41041,5.7
41043,5.8
41045,5.6
41047,5.1
41049,5.0
41051,4.3
41053,5.1
41055,4.6
41057,5.0
41059,5.4
41061,5.9
41063,6.7
41065,4.9
41067,4.2
41069,4.3
41071,4.7
42001,4.0
42003,5.2
42005,7.6
42007,6.3
42009,5.9
42011,5.0
42013,5.3
42015,6.6
42017,4.6
42019,5.1
42021,6.9
42023,7.5
42025,6.0
42027,4.2
42029,3.9
42031,6.4
42033,7.4
42035,7.1
42037,5.6
42039,6.0
42041,4.1
42043,4.8
42045,4.9
42047,5.6
42049,6.6
42051,8.2
42053,8.0
42055,5.2
42057,6.4
42059,7.8
42061,7.1
42063,7.3
42065,6.9
42067,5.4
42069,5.7
42071,4.2
42073,6.8
42075,4.5
42077,5.4
42079,6.4
42081,6.7
42083,6.7
42085,6.0
42087,5.8
42089,6.3
42091,4.2
42093,4.3
42095,5.2
42097,6.3
42099,4.7
42101,6.8
42103,6.4
42105,7.9
42107,6.2
42109,4.7
42111,7.3
42113,7.2
42115,5.7
42117,7.2
42119,4.8
42121,7.3
42123,5.5
42125,6.2
42127,5.9
42129,5.9
42131,6.2
42133,4.7
44001,4.6
44003,4.8
44005,4.7
44007,5.7
44009,4.8
45001,5.3
45003,4.8
45005,8.5
45007,4.4
45009,9.0
45011,7.0
45013,4.6
45015,4.4
45017,6.0
45019,3.9
45021,5.7
45023,6.9
45025,4.8
45027,6.3
45029,5.4
45031,6.0
45033,6.6
45035,4.4
45037,5.5
45039,7.0
45041,5.1
45043,6.5
45045,4.1
45047,5.0
45049,5.7
45051,5.6
45053,4.2
45055,5.1
45057,5.2
45059,5.0
45061,6.9
45063,4.0
45065,5.5
45067,8.4
45069,8.2
45071,4.4
45073,5.0
45075,8.6
45077,4.8
45079,4.7
45081,4.4
45083,4.6
45085,5.7
45087,6.0
45089,7.5
45091,4.5
46003,2.1
46005,2.5
46007,3.7
46009,2.6
46011,2.6
46013,2.5
46015,2.4
46017,7.9
46019,3.2
46021,2.8
46023,3.0
46025,3.7
46027,2.8
46029,2.9
46031,4.2
46033,3.8
46035,2.3
46037,4.1
46039,4.6
46041,8.5
46043,2.4
46045,2.2
46047,4.2
46049,2.5
46051,3.1
46053,2.9
46055,2.3
46057,3.2
46059,2.0
46061,3.2
46063,2.7
46065,2.2
46067,2.4
46069,2.5
46071,3.9
46073,2.2
46075,2.3
46077,2.5
46079,3.2
46081,3.1
46083,2.0
46085,4.5
46087,2.3
46089,3.3
46091,3.6
46093,3.0
46095,3.9
46097,2.5
46099,2.4
46101,3.4
46102,10.0
46103,2.9
46105,2.8
46107,2.6
46109,3.9
46111,2.8
46115,2.9
46117,2.2
46119,2.2
46121,6.1
46123,2.1
46125,2.7
46127,2.9
46129,4.8
46135,2.4
46137,4.2
47001,5.0
47003,5.1
47005,7.3
47007,7.1
47009,4.5
47011,4.5
47013,7.0
47015,4.7
47017,6.8
47019,5.7
47021,4.0
47023,5.1
47025,6.3
47027,6.7
47029,6.5
47031,4.8
47033,5.3
47035,6.0
47037,3.6
47039,7.0
47041,5.7
47043,4.4
47045,6.3
47047,5.2
47049,6.3
47051,5.0
47053,6.0
47055,4.1
47057,5.5
47059,5.5
47061,6.7
47063,5.2
47065,4.7
47067,8.0
47069,6.3
47071,6.1
47073,5.5
47075,6.6
47077,7.0
47079,5.9
47081,4.6
47083,7.7
47085,6.1
47087,7.2
47089,5.4
47091,4.9
47093,4.1
47095,7.9
47097,7.8
47099,5.8
47101,6.1
47103,4.2
47105,4.8
47107,5.5
47109,7.1
47111,4.4
47113,5.0
47115,6.4
47117,4.6
47119,4.1
47121,6.9
47123,5.4
47125,5.2
47127,3.9
47129,6.6
47131,7.2
47133,5.5
47135,6.5
47137,6.7
47139,5.8
47141,5.0
47143,7.4
47145,5.6
47147,4.2
47149,3.8
47151,7.6
47153,5.9
47155,5.0
47157,5.5
47159,4.6
47161,7.0
47163,5.3
47165,3.9
47167,5.8
47169,4.9
47171,7.2
47173,5.8
47175,6.3
47177,4.9
47179,4.9
47181,6.7
47183,6.1
47185,5.1
47187,3.5
47189,3.9
48001,4.3
48003,4.8
48005,6.0
48007,5.7
48009,4.4
48011,2.8
48013,5.3
48015,5.3
48017,4.4
48019,4.1
48021,3.7
48023,3.6
48025,7.7
48027,4.4
48029,3.7
48031,3.1
48033,3.6
48035,4.3
48037,4.7
48039,5.2
48041,3.4
48043,3.8
48045,4.4
48047,11.9
48049,4.4
48051,4.7
48053,3.5
48055,4.3
48057,5.6
48059,4.3
48061,7.2
48063,6.8
48065,3.4
48067,7.3
48069,3.1
48071,6.1
48073,5.2
48075,3.1
48077,4.5
48079,5.6
48081,4.1
48083,5.9
48085,3.5
48087,3.5
48089,4.8
48091,3.6
48093,4.3
48095,3.6
48097,4.0
48099,4.5
48101,5.4
48103,8.5
48105,7.6
48107,4.4
48109,3.8
48111,2.3
48113,4.0
48115,5.1
48117,3.1
48119,4.0
48121,3.4
48123,5.6
48125,5.1
48127,7.2
48129,4.3
48131,11.1
48133,5.5
48135,6.4
48137,4.9
48139,3.8
48141,4.9
48143,4.1
48145,4.5
48147,3.8
48149,3.7
48151,4.4
48153,5.2
48155,3.9
48157,5.0
48159,5.0
48161,6.9
48163,5.0
48165,3.7
48167,5.3
48169,3.9
48171,2.8
48173,3.8
48175,5.8
48177,4.3
48179,7.0
48181,3.8
48183,6.1
48185,6.7
48187,3.6
48189,5.7
48191,7.1
48193,4.9
48195,3.1
48197,3.9
48199,6.1
48201,5.3
48203,6.1
48205,2.2
48207,4.4
48209,3.3
48211,3.8
48213,4.7
48215,7.8
48217,4.5
48219,4.7
48221,4.7
48223,4.0
48225,4.5
48227,5.6
48229,6.7
48231,4.3
48233,5.6
48235,3.2
48237,4.9
48239,4.8
48241,7.8
48243,2.9
48245,7.0
48247,9.6
48249,10.7
48251,4.3
48253,5.9
48255,4.9
48257,3.8
48259,3.2
48261,5.2
48263,3.0
48265,3.6
48267,3.9
48269,4.0
48271,6.0
48273,6.9
48275,4.4
48277,4.6
48279,6.6
48281,4.1
48283,5.2
48285,4.3
48287,3.8
48289,6.6
48291,7.6
48293,5.7
48295,4.6
48297,6.0
48299,4.1
48301,4.3
48303,3.4
48305,4.0
48307,4.6
48309,4.0
48311,2.2
48313,5.1
48315,7.1
48317,4.4
48319,3.7
48321,7.4
48323,11.3
48325,4.4
48327,4.6
48329,4.4
48331,5.2
48333,4.2
48335,7.2
48337,5.0
48339,4.9
48341,3.0
48343,11.0
48345,3.7
48347,4.7
48349,4.2
48351,8.1
48353,4.9
48355,5.7
48357,5.4
48359,3.0
48361,6.8
48363,5.6
48365,7.4
48367,4.1
48369,2.5
48371,5.9
48373,6.3
48375,3.3
48377,10.7
48379,4.0
48381,3.0
48383,6.6
48385,5.7
48387,5.9
48389,5.6
48391,6.8
48393,4.7
48395,5.0
48397,3.5
48399,4.1
48401,5.8
48403,9.6
48405,9.1
48407,6.3
48409,7.6
48411,3.4
48413,5.7
48415,5.9
48417,3.9
48419,6.0
48421,2.9
48423,4.5
48425,4.7
48427,13.6
48429,5.3
48431,4.2
48433,4.6
48435,8.0
48437,4.3
48439,3.9
48441,3.7
48443,4.1
48445,4.9
48447,3.7
48449,6.2
48451,4.5
48453,3.1
48455,6.3
48457,7.6
48459,6.5
48461,5.4
48463,5.3
48465,6.3
48467,4.3
48469,5.4
48471,5.3
48473,5.7
48475,5.8
48477,5.1
48479,4.9
48481,5.0
48483,5.0
48485,4.4
48487,4.8
48489,12.4
48491,3.3
48493,3.9
48495,7.9
48497,4.8
48499,5.3
48501,4.7
48503,4.4
48505,11.0
48507,14.1
49001,5.0
49003,3.5
49005,3.1
49007,5.9
49009,4.9
49011,3.1
49013,8.9
49015,6.3
49017,8.4
49019,5.8
49021,4.3
49023,3.6
49025,3.8
49027,3.3
49029,3.0
49031,6.0
49033,3.2
49035,3.2
49037,8.0
49039,3.9
49041,4.4
49043,3.1
49045,3.8
49047,9.3
49049,3.0
49051,3.3
49053,3.7
49055,7.7
49057,3.8
50001,3.1
50003,3.8
50005,4.1
50007,2.5
50009,5.9
50011,3.2
50013,4.0
50015,4.3
50017,3.1
50019,5.2
50021,3.9
50023,3.2
50025,3.3
50027,2.9
51001,4.8
51003,3.5
51005,5.1
51007,4.2
51009,4.3
51011,4.6
51013,2.6
51015,3.6
51017,3.7
51019,4.1
51021,5.2
51023,3.6
51025,6.0
51027,10.8
51029,5.3
51031,4.4
51033,4.4
51035,5.1
51036,4.5
51037,5.0
51041,3.8
51043,3.5
51045,4.7
51047,3.8
51049,4.6
51051,9.9
51053,4.8
51057,4.8
51059,3.2
51061,3.4
51063,4.0
51065,3.3
51067,4.3
51069,3.5
51071,5.3
51073,3.7
51075,3.7
51077,5.2
51079,3.2
51081,5.1
51083,5.8
51085,3.5
51087,3.8
51089,5.6
51091,3.2
51093,4.3
51095,3.9
51097,4.2
51099,4.2
51101,3.7
51103,5.6
51105,6.8
51107,3.2
51109,3.8
51111,4.6
51113,3.1
51115,4.0
51117,5.6
51119,3.8
51121,4.0
51125,3.6
51127,3.4
51131,5.7
51133,5.4
51135,3.9
51137,4.0
51139,5.6
51141,4.8
51143,4.7
51145,3.5
51147,5.3
51149,4.8
51153,3.6
51155,5.8
51157,3.5
51159,3.7
51161,3.5
51163,4.4
51165,3.5
51167,6.5
51169,4.8
51171,3.7
51173,5.8
51175,3.9
51177,4.1
51179,3.9
51181,5.3
51183,6.1
51185,7.5
51187,4.0
51191,4.5
51193,4.6
51195,8.5
51197,5.7
51199,3.9
51510,2.9
51520,5.1
51530,5.1
51540,3.3
51550,4.3
51570,4.4
51580,5.8
51590,6.0
51595,6.5
51600,3.0
51610,2.7
51620,5.9
51630,4.7
51640,5.0
51650,5.6
51660,4.7
51670,6.5
51678,6.3
51680,5.2
51683,3.6
51685,3.5
51690,7.1
51700,5.1
51710,5.2
51720,6.8
51730,7.6
51735,3.5
51740,6.1
51750,5.4
51760,4.6
51770,4.3
51775,3.9
51790,3.9
51800,4.7
51810,3.9
51820,4.1
51830,5.6
51840,3.9
53001,6.8
53003,5.1
53005,6.5
53007,5.9
53009,7.9
53011,6.3
53013,6.8
53015,7.5
53017,7.1
53019,10.8
53021,7.6
53023,6.0
53025,7.4
53027,8.7
53029,6.0
53031,7.3
53033,3.9
53035,5.8
53037,6.0
53039,7.1
53041,8.1
53043,5.7
53045,7.8
53047,6.9
53049,8.3
53051,9.1
53053,6.3
53055,4.8
53057,6.8
53059,7.2
53061,4.4
53063,6.3
53065,8.6
53067,5.8
53069,9.0
53071,5.6
53073,6.0
53075,5.1
53077,8.0
54001,6.7
54003,3.8
54005,8.9
54007,8.6
54009,6.9
54011,4.7
54013,12.6
54015,10.2
54017,4.9
54019,7.9
54021,8.2
54023,5.8
54025,5.3
54027,4.2
54029,6.9
54031,5.6
54033,5.8
54035,6.4
54037,3.3
54039,5.4
54041,8.4
54043,8.4
54045,10.1
54047,12.1
54049,6.4
54051,7.9
54053,7.1
54055,6.5
54057,5.9
54059,12.5
54061,4.3
54063,4.5
54065,4.3
54067,8.8
54069,5.5
54071,3.9
54073,8.1
54075,6.6
54077,5.6
54079,4.8
54081,6.9
54083,5.9
54085,6.5
54087,10.1
54089,6.1
54091,5.5
54093,5.3
54095,8.7
54097,7.4
54099,6.5
54101,8.3
54103,9.2
54105,8.7
54107,5.7
54109,10.1
55001,6.2
55003,5.6
55005,4.7
55007,7.1
55009,3.7
55011,4.6
55013,6.2
55015,3.3
55017,4.4
55019,4.0
55021,3.7
55023,5.0
55025,2.9
55027,3.8
55029,5.1
55031,5.5
55033,4.2
55035,3.5
55037,6.2
55039,3.6
55041,6.4
55043,4.1
55045,3.4
55047,5.0
55049,3.6
55051,7.7
55053,4.5
55055,4.0
55057,4.6
55059,4.8
55061,3.8
55063,3.7
55065,3.3
55067,5.3
55069,4.5
55071,4.5
55073,3.7
55075,5.6
55077,5.2
55078,7.8
55079,5.1
55081,4.0
55083,4.6
55085,5.0
55087,3.6
55089,3.5
55091,3.9
55093,4.2
55095,4.7
55097,3.9
55099,4.4
55101,5.1
55103,3.8
55105,4.6
55107,5.3
55109,3.9
55111,3.7
55113,6.5
55115,4.3
55117,3.5
55119,4.3
55121,3.8
55123,3.7
55125,5.8
55127,4.1
55129,5.2
55131,3.5
55133,3.6
55135,4.1
55137,5.2
55139,3.7
55141,5.0
56001,3.2
56003,4.9
56005,7.1
56007,4.6
56009,6.2
56011,4.5
56013,7.1
56015,3.4
56017,4.8
56019,5.3
56021,4.1
56023,4.6
56025,7.1
56027,3.2
56029,4.7
56031,4.8
56033,4.6
56035,6.4
56037,6.0
56039,3.4
56041,5.8
56043,4.7
56045,4.9
72001,16.9
72003,14.0
72005,14.8
72007,14.3
72009,15.0
72011,12.9
72013,13.2
72015,18.4
72017,14.2
72019,13.0
72021,8.9
72023,12.5
72025,10.3
72027,12.4
72029,11.6
72031,8.6
72033,10.0
72035,10.7
72037,13.0
72039,16.2
72041,10.3
72043,18.2
72045,13.7
72047,12.4
72049,3.3
72051,8.0
72053,13.7
72054,14.5
72055,18.2
72057,16.4
72059,18.7
72061,6.0
72063,8.6
72065,15.6
72067,12.3
72069,14.1
72071,14.1
72073,13.1
72075,14.7
72077,13.3
72079,18.5
72081,19.2
72083,14.9
72085,13.6
72087,11.4
72089,14.2
72091,11.6
72093,15.2
72095,18.5
72097,13.7
72099,15.5
72101,13.5
72103,12.4
72105,13.0
72107,15.5
72109,20.6
72111,16.6
72113,13.4
72115,16.0
72117,15.7
72119,10.5
72121,15.9
72123,21.7
72125,15.1
72127,7.9
72129,12.6
72131,18.9
72133,16.8
72135,8.4
72137,8.9
72139,7.2
72141,15.5
72143,11.6
72145,13.9
72147,10.6
72149,20.2
72151,16.9
72153,18.8
